1,,2,
361.8252474,-258.1591941,344.6074327,-349.8700558
360.8555911,-259.4464348,344.0109579,-351.2677186
359.8506478,-260.7063096,343.2246987,-352.5681192
358.8520318,-261.9711757,342.2557324,-353.7387371
357.8828316,-263.2587212,341.123284,-354.7520496
356.9361796,-264.5629749,339.8554645,-355.5898374
355.9733751,-265.8553637,338.4845727,-356.245531
354.9389502,-267.0911214,337.0417016,-356.7224141
353.7874786,-268.2185644,335.5529876,-357.0274167
352.504535,-269.1938083,334.0394907,-357.1638455
351.1076252,-269.9974258,332.5202856,-357.1280785
349.6301292,-270.6410321,331.0159635,-356.9130267
348.1035019,-271.1573803,329.5489499,-356.5166858
346.5487168,-271.5814329,328.1386375,-355.9507839
344.976491,-271.9353767,326.7928737,-355.2449625
343.3910612,-272.2244759,325.5003632,-354.4457532
341.7942561,-272.4421217,324.2288911,-353.6134507
340.1884726,-272.5785354,322.9325466,-352.8204427
338.5776772,-272.628421,321.568353,-352.1509104
336.9664456,-272.5953894,320.1182274,-351.696691
335.3581414,-272.4927893,318.6064469,-351.5430832
333.7537114,-272.341207,317.1004452,-351.7455574
332.1519935,-272.1632588,315.6893135,-352.3092908
330.551198,-271.9772104,314.4485806,-353.1866711
328.9503044,-271.7920011,313.4110937,-354.2970611
327.3494878,-271.6061201,312.560704,-355.5565151
325.7497958,-271.4108037,311.8491496,-356.8992835
324.152708,-271.1952295,311.2217318,-358.2833459
322.5599028,-270.9500035,310.6362839,-359.6856714
320.9734622,-270.6664969,310.0694318,-361.0956171
319.3968877,-270.3324412,309.5132349,-362.5098003
317.8372564,-269.9265473,308.9683006,-363.9283612
316.3087579,-269.4157585,308.4378297,-365.3523937
314.8372828,-268.7585357,307.924132,-366.7825625
313.4633471,-267.9162905,307.4271676,-368.2186317
312.2368359,-266.8710085,306.9441882,-369.6594648
311.1970684,-265.6398257,306.4699983,-371.1032145
310.3419561,-264.2738178,305.9977553,-372.5476023
309.6061853,-262.8398827,305.5202196,-373.9902486
308.8717973,-261.405299,305.031288,-375.4290723
308.013516,-260.0413767,304.5279297,-376.862912
306.9519806,-258.8289555,304.0129989,-378.2926372
305.6792036,-257.8405147,303.4991326,-379.7227504
304.2425314,-257.1103375,303.012882,-381.1624973
302.7061771,-256.6236306,302.5970689,-382.6241488
301.1210747,-256.3326368,302.3088712,-384.1162055
299.5166274,-256.1812147,302.2116028,-385.6327003
297.9062736,-256.1185194,302.3603129,-387.1449972
296.2948167,-256.0987177,302.7856157,-388.6038538
294.6833942,-256.0762578,303.4837342,-389.9535997
293.0733117,-256.0071865,304.4188893,-391.1514032
291.4684825,-255.8601937,305.5368518,-392.1807055
289.8730278,-255.6329072,306.7818138,-393.052136
288.2839283,-255.3644572,308.1084008,-393.7934008
286.6884446,-255.1368297,309.4858409,-394.4352299
285.0785982,-255.0620603,310.896376,-395.0006196
283.4786319,-255.2544376,312.3311861,-395.5012067
281.9591098,-255.7908731,313.7858627,-395.9407233
280.6126655,-256.6762094,315.2567386,-396.322541
279.4977118,-257.839811,316.7392141,-396.6565198
278.5896204,-259.1713405,318.228152,-396.9603991
277.7804589,-260.5651778,319.719196,-397.2537448
276.9307674,-261.9345003,321.2101995,-397.5473002
275.934312,-263.2009777,322.7024655,-397.8344123
274.75169,-264.2957106,324.2002761,-398.0910131
273.4007513,-265.1744348,325.7072848,-398.2863298
271.9250328,-265.8221224,327.2225969,-398.400533
270.3682569,-266.2388634,328.741706,-398.4405379
268.7671138,-266.4219603,330.2613536,-398.4440328
267.1567484,-266.3598574,331.7808012,-398.4672137
265.5773604,-266.0394729,333.2974926,-398.5611569
264.0746446,-265.4572512,334.8054541,-398.7489996
262.695101,-264.6241679,336.3013112,-399.0168363
261.4819383,-263.5633162,337.7896539,-399.3236542
260.4738873,-262.3059504,339.2793154,-399.6238897
259.7030233,-260.8907288,340.7755588,-399.8894224
259.1870522,-259.3640229,342.2777536,-400.118991
258.9173807,-257.7751943,343.7826482,-400.3300866
258.8500689,-256.1650151,345.28785,-400.5389509
258.9059218,-254.5543644,346.7939094,-400.7416498
258.9795918,-252.9444272,348.3045232,-400.9070855
258.9536071,-251.3330462,349.8222145,-400.983847
