0,,,1,,,2,,, 
0.063277,0.001054, ,-0.001504,-0.000232, ,306.6426442,-297.8085339, , 
0.063431,0.000788, ,-0.001553,-0.000058, ,306.0608906,-299.2899148, , 
0.062677,0.000542, ,-0.001631,0.000041, ,305.4709208,-300.7680437, , 
0.061304,0.000326, ,-0.001743,0.000088, ,304.8819977,-302.2465887, , 
0.059664,0.000148, ,-0.001865,0.000102, ,304.3026729,-303.72892, , 
0.058073,0.000017, ,-0.001948,0.000099, ,303.7360917,-305.2161699, , 
0.056745,-0.000066, ,-0.001937,0.000086, ,303.1788576,-306.7069478, , 
0.055785,-0.000104, ,-0.001796,0.000064, ,302.6240808,-308.1986409, , 
0.055215,-0.000105, ,-0.001519,0.000028, ,302.0662846,-309.6892076, , 
0.055028,-0.000078, ,-0.001136,-0.000027, ,301.5046559,-311.178335, , 
0.055216,-0.000031, ,-0.000703,-0.000108, ,300.9426362,-312.6673147, , 
0.055787,0.00003, ,-0.000296,-0.000218, ,300.3846686,-314.1578172, , 
0.056733,0.000099, ,0.000004,-0.000358, ,299.8327538,-315.6505718, , 
0.057983,0.000171, ,0.000122,-0.000529, ,299.2851845,-317.1449262, , 
0.059371,0.000238, ,0.000006,-0.000729, ,298.7379301,-318.6393956, , 
0.060635,0.000293, ,-0.000377,-0.000954, ,298.187211,-320.1325917, , 
0.061486,0.000323, ,-0.001056,-0.001199, ,297.6312804,-321.6238554, , 
0.061727,0.00031, ,-0.002071,-0.001455, ,297.070512,-323.1133068, , 
0.061355,0.00023, ,-0.003482,-0.001715, ,296.5063749,-324.6014855, , 
0.060588,0.000058, ,-0.005349,-0.001969, ,295.9404526,-326.0889862, , 
0.059779,-0.000229, ,-0.007707,-0.002205, ,295.3740891,-327.576319, , 
0.059282,-0.000644, ,-0.010535,-0.002416, ,294.808375,-329.0638988, , 
0.059323,-0.001196, ,-0.013759,-0.002591, ,294.2439745,-330.5519776, , 
0.059921,-0.001886, ,-0.017263,-0.002723, ,293.6808381,-332.0405353, , 
0.060856,-0.002717, ,-0.020927,-0.002806, ,293.1183615,-333.5293423, , 
0.061668,-0.003695, ,-0.024641,-0.002834, ,292.5563021,-335.0183069, , 
0.061696,-0.004822, ,-0.028322,-0.002796, ,291.9959142,-336.5079016, , 
0.060186,-0.006089, ,-0.031898,-0.002678, ,291.4402683,-337.9992715, , 
0.056442,-0.007448, ,-0.035304,-0.002459, ,290.8932318,-339.4938206, , 
0.050031,-0.008792, ,-0.038464,-0.002117, ,290.3576561,-340.9925148, , 
0.040909,-0.009967, ,-0.041303,-0.001635, ,289.833842,-342.4953604, , 
0.029344,-0.010814, ,-0.043758,-0.001005, ,289.318815,-344.0012401, , 
0.015654,-0.01122, ,-0.045789,-0.000225, ,288.8060547,-345.5078937, , 
-0.000052,-0.01115, ,-0.047375,0.000704, ,288.2854352,-347.0118504, , 
-0.017955,-0.01062, ,-0.048472,0.001773, ,287.7446248,-348.5086632, , 
-0.03833,-0.009678, ,-0.048923,0.002965, ,287.1745762,-349.9945796, , 
-0.061059,-0.008382, ,-0.048367,0.004244, ,286.5807004,-351.4711395, , 
-0.084909,-0.006797, ,-0.046217,0.005546, ,285.9974867,-352.951994, , 
-0.106854,-0.004994, ,-0.041826,0.006783, ,285.5005624,-354.4640467, , 
-0.122237,-0.00305, ,-0.034792,0.007849, ,285.2079173,-356.0284712, , 
-0.12672,-0.001048, ,-0.025122,0.008643, ,285.2584705,-357.6190807, , 
-0.119205,0.00093, ,-0.013087,0.00909, ,285.7592178,-359.1295271, , 
-0.102743,0.002814, ,0.00106,0.009152, ,286.7210646,-360.3971847, , 
-0.082237,0.004549, ,0.017165,0.008833, ,288.0385313,-361.2898089, , 
-0.061661,0.006091, ,0.03496,0.008164, ,289.5487522,-361.7923896, , 
-0.043089,0.007405, ,0.053693,0.007193, ,291.1244211,-362.0179627, , 
-0.02716,0.008453, ,0.071887,0.00598, ,292.7115518,-362.1358091, , 
-0.013834,0.009199, ,0.087397,0.004589, ,294.2962777,-362.2817968, , 
-0.002912,0.009619, ,0.097858,0.003098, ,295.8713217,-362.5102963, , 
0.005733,0.009723, ,0.10145,0.001594, ,297.4360325,-362.8013427, , 
0.012175,0.009574, ,0.097672,0.000169, ,298.998688,-363.102978, , 
0.016624,0.009274, ,0.087641,-0.001089, ,300.566332,-363.377517, , 
0.01965,0.00892, ,0.073642,-0.002105, ,302.1378758,-363.6290098, , 
0.0222,0.008551, ,0.058222,-0.002813, ,303.7053498,-363.9047762, , 
0.025353,0.008144, ,0.043426,-0.003154, ,305.2525914,-364.2775999, , 
0.03001,0.007645, ,0.030528,-0.003075, ,306.7483775,-364.8211972, , 
0.036769,0.007009, ,0.020205,-0.002544, ,308.1429594,-365.5879605, , 
0.045988,0.006217, ,0.012865,-0.001574, ,309.3770948,-366.592755, , 
0.057807,0.005276, ,0.008879,-0.000242, ,310.4056176,-367.8071971, , 
0.071933,0.00421, ,0.008562,0.001297, ,311.227046,-369.1703611, , 
0.087237,0.003047, ,0.011984,0.002837, ,311.9003352,-370.6125425, , 
0.101513,0.001811, ,0.018853,0.004171, ,312.5323069,-372.0732625, , 
0.111856,0.000526, ,0.02866,0.005142, ,313.2390736,-373.499197, , 
0.115719,-0.000785, ,0.040962,0.005663, ,314.1042288,-374.8349493, , 
0.112074,-0.00209, ,0.055515,0.00572, ,315.1574635,-376.0280555, , 
0.101815,-0.003343, ,0.072091,0.005344, ,316.380958,-377.045883, , 
0.087169,-0.004499, ,0.089994,0.004598, ,317.7325127,-377.8862815, , 
0.070663,-0.005506, ,0.107511,0.003553, ,319.168121,-378.5733055, , 
0.054346,-0.006318, ,0.121799,0.002291, ,320.6539511,-379.1436239, , 
0.0395,-0.00689, ,0.129651,0.000903, ,322.1683635,-379.6330033, , 
0.026727,-0.007179, ,0.129001,-0.000517, ,323.6992795,-380.0680042, , 
0.01618,-0.007154, ,0.120098,-0.00187, ,325.240854,-380.4635738, , 
0.007834,-0.006813, ,0.105334,-0.003068, ,326.7907011,-380.8253729, , 
0.001649,-0.006196, ,0.08791,-0.004035, ,328.3477178,-381.1549514, , 
-0.002401,-0.005384, ,0.070509,-0.004715, ,329.910684,-381.4550569, , 
-0.004467,-0.004482, ,0.054775,-0.005067, ,331.4779075,-381.7320762, , 
-0.004957,-0.003595, ,0.041488,-0.005079, ,333.0477165,-381.9940433, , 
-0.00451,-0.002807, ,0.030979,-0.004766, ,334.6192393,-382.2455261, , 
-0.003782,-0.002174, ,0.023456,-0.00418, ,336.1929389,-382.4830168, , 
-0.003234,-0.001731, ,0.019115,-0.003412, ,337.7703879,-382.694169, , 
-0.003061,-0.001497, ,0.018102,-0.00259, ,339.3530917,-382.8614169, , 
-0.003246,-0.001481, ,0.020379,-0.001859, ,340.9410734,-382.9674121, , 
-0.003689,-0.001693, ,0.025643,-0.00136, ,342.5322825,-382.9987054, , 
-0.004321,-0.002146, ,0.033293,-0.001199, ,344.1229254,-382.9459398, , 
-0.005162,-0.002861, ,0.042408,-0.001444, ,345.7079149,-382.801946, , 
-0.006328,-0.003873, ,0.051664,-0.002127, ,347.2810477,-382.5607595, , 
-0.008014,-0.005212, ,0.059296,-0.003245, ,348.8354515,-382.2190804, , 
-0.010491,-0.006846, ,0.063378,-0.004753, ,350.3647641,-381.7784802, , 
-0.014103,-0.008579, ,0.062474,-0.006542, ,351.8642288,-381.2450551, , 
-0.019241,-0.010047, ,0.056213,-0.00842, ,353.3301035,-380.6252552, , 
-0.0263,-0.010902, ,0.045202,-0.010132, ,354.7571497,-379.920644, , 
-0.035678,-0.010987, ,0.030417,-0.01144, ,356.1363705,-379.1264981, , 
-0.047857,-0.010327, ,0.012591,-0.012195, ,357.4559769,-378.2368195, , 
-0.0636,-0.00902, ,-0.008014,-0.012345, ,358.7067123,-377.2526656, , 
-0.084159,-0.007167, ,-0.031497,-0.011898, ,359.8886159,-376.1868117, , 
-0.111124,-0.004839, ,-0.057968,-0.010885, ,361.0128479,-375.0602882, , 
-0.144953,-0.002076, ,-0.086969,-0.009352, ,362.0945931,-373.8929141, , 
-0.181135,0.001102, ,-0.116579,-0.007359, ,363.1411965,-372.6939293, , 
-0.206869,0.004659, ,-0.142496,-0.004988, ,364.1446579,-371.458611, , 
-0.207531,0.008475, ,-0.158375,-0.00234, ,365.0839758,-370.1738608, , 
-0.181289,0.012272, ,-0.159021,0.000463, ,365.9358876,-368.8295699, , 
-0.140021,0.015646, ,-0.144634,0.003293, ,366.6878292,-367.4268967, , 
-0.096084,0.018263, ,-0.120835,0.00602, ,367.3448895,-365.9773373, , 
-0.055119,0.019997, ,-0.094135,0.008509, ,367.9252611,-364.4954073, , 
-0.017506,0.020863, ,-0.068492,0.010631, ,368.4468443,-362.9917824, , 
0.01867,0.020893, ,-0.045198,0.012256, ,368.9142434,-361.4704399, , 
0.055854,0.020075, ,-0.024118,0.01327, ,369.3141329,-359.9299758, , 
0.095871,0.018358, ,-0.004666,0.013579, ,369.6205636,-358.3682429, , 
0.138173,0.015727, ,0.013643,0.013138, ,369.8064348,-356.7876307, , 
0.176977,0.012331, ,0.030889,0.011978, ,369.8553323,-355.1968766, , 
0.200218,0.008534, ,0.0466,0.010237, ,369.7683793,-353.6077381, , 
0.197351,0.004753, ,0.05985,0.008144, ,369.5631124,-352.0295071, , 
0.171795,0.001262, ,0.069563,0.005947, ,369.2651246,-350.4661293, , 
0.137944,-0.001821, ,0.074877,0.003831, ,368.8965352,-348.9178788, , 
0.106957,-0.00446, ,0.075414,0.001897, ,368.4668275,-347.3854654, , 
0.08227,-0.006627, ,0.071401,0.000189, ,367.971196,-345.8730916, , 
0.063321,-0.00827, ,0.063674,-0.001278, ,367.3992056,-344.3879315, , 
0.048756,-0.009304, ,0.05352,-0.002497, ,366.7518833,-342.9340279, , 
0.037483,-0.009617, ,0.042358,-0.00346, ,366.0602405,-341.5006201, , 
0.028789,-0.009099, ,0.031409,-0.00416, ,365.3974747,-340.0535529, , 
0.022226,-0.007715, ,0.021509,-0.004589, ,364.8809184,-338.5481234, , 
0.017501,-0.005604, ,0.01313,-0.004748, ,364.6582183,-336.9723361, , 
0.014415,-0.003079, ,0.006492,-0.004652, ,364.8660544,-335.3946457, , 
0.012869,-0.000473, ,0.001665,-0.004335, ,365.5659502,-333.9655588, , 
0.012905,0.001993, ,-0.001416,-0.003848, ,366.7006213,-332.849824, , 
0.014692,0.004165, ,-0.00299,-0.003256, ,368.1201977,-332.1302649, , 
0.018457,0.005886, ,-0.003469,-0.002624, ,369.668297,-331.7602274, , 
0.024407,0.007027, ,-0.003345,-0.002011, ,371.2519886,-331.6016189, , 
0.03277,0.007534, ,-0.003026,-0.001459, ,372.840746,-331.5088142, , 
0.043925,0.007436, ,-0.002733,-0.000994, ,374.4280457,-331.3932625, , 
0.058486,0.006812, ,-0.002509,-0.000625, ,376.0120425,-331.2384901, , 
0.077103,0.005762, ,-0.002312,-0.000351, ,377.5949554,-331.0732665, , 
0.099728,0.00438, ,-0.002117,-0.000162, ,379.1799355,-330.9293102, , 
0.124366,0.002752, ,-0.001967,-0.000044, ,380.7670795,-330.8112419, , 
0.146137,0.000953, ,-0.001942,0.000016, ,999999,999999, , 
0.158292,-0.000948, ,-0.002086,0.000034, ,999999,999999, , 
0.155912,-0.002882, ,-0.00236,0.000018, ,999999,999999, , 
0.139481,-0.004776, ,-0.002657,-0.000035, ,999999,999999, , 
0.114303,-0.006562, ,-0.002861,-0.000136, ,999999,999999, , 
0.086617,-0.008173, ,-0.002907,-0.000306, ,999999,999999, , 
0.060647,-0.009548, ,-0.002804,-0.000568, ,999999,999999, , 
0.038189,-0.01062, ,-0.002604,-0.000949, ,999999,999999, , 
0.019483,-0.01131, ,-0.002367,-0.001478, ,999999,999999, , 
0.004117,-0.011532, ,-0.00215,-0.002185, ,999999,999999, , 
-0.008412,-0.011221, ,-0.002059,-0.003091, ,999999,999999, , 
-0.018423,-0.010378, ,-0.002325,-0.004178, ,999999,999999, , 
-0.02601,-0.009106, ,-0.003347,-0.005349, ,999999,999999, , 
-0.03122,-0.007596, ,-0.005645,-0.006428, ,999999,999999, , 
-0.034334,-0.006055, ,-0.009726,-0.007216, ,999999,999999, , 
-0.03599,-0.004635, ,-0.015986,-0.00757, ,999999,999999, , 
-0.036945,-0.003413, ,-0.024734,-0.007431, ,999999,999999, , 
-0.037718,-0.002406, ,-0.036331,-0.006809, ,999999,999999, , 
-0.038417,-0.001604, ,-0.051301,-0.005747, ,999999,999999, , 
-0.038846,-0.000988, ,-0.070137,-0.004302, ,999999,999999, , 
-0.038744,-0.000541, ,-0.09244,-0.002529, ,999999,999999, , 
-0.038007,-0.000247, ,-0.115413,-0.000485, ,999999,999999, , 
-0.03677,-0.000087, ,-0.133099,0.001763, ,999999,999999, , 
-0.035332,-0.000041, ,-0.138788,0.004124, ,999999,999999, , 
-0.034012,-0.000079, ,-0.129729,0.006467, ,999999,999999, , 
999999,999999, ,-0.108791,0.008633, ,999999,999999, , 
999999,999999, ,-0.081413,0.010475, ,999999,999999, , 
999999,999999, ,-0.052127,0.011894, ,999999,999999, , 
999999,999999, ,-0.023428,0.012839, ,999999,999999, , 
999999,999999, ,0.003772,0.013284, ,999999,999999, , 
999999,999999, ,0.029353,0.013206, ,999999,999999, , 
999999,999999, ,0.053266,0.012583, ,999999,999999, , 
999999,999999, ,0.074866,0.011431, ,999999,999999, , 
999999,999999, ,0.092374,0.009844, ,999999,999999, , 
999999,999999, ,0.103058,0.008013, ,999999,999999, , 
999999,999999, ,0.104798,0.006179, ,999999,999999, , 
999999,999999, ,0.098196,0.004553, ,999999,999999, , 
999999,999999, ,0.086652,0.003269, ,999999,999999, , 
999999,999999, ,0.07408,0.002373, ,999999,999999, , 
999999,999999, ,0.06308,0.001832, ,999999,999999, , 
999999,999999, ,0.054901,0.001552, ,999999,999999, , 
999999,999999, ,0.050071,0.001413, ,999999,999999, , 
999999,999999, ,0.048809,0.001313, ,999999,999999, , 
999999,999999, ,0.05117,0.001185, ,999999,999999, , 
999999,999999, ,0.057107,0.000987, ,999999,999999, , 
999999,999999, ,0.066515,0.000668, ,999999,999999, , 
999999,999999, ,0.079124,0.000152, ,999999,999999, , 
999999,999999, ,0.094081,-0.000635, ,999999,999999, , 
999999,999999, ,0.109307,-0.001735, ,999999,999999, , 
999999,999999, ,0.121246,-0.00314, ,999999,999999, , 
999999,999999, ,0.125883,-0.004796, ,999999,999999, , 
999999,999999, ,0.120812,-0.006612, ,999999,999999, , 
999999,999999, ,0.106594,-0.008456, ,999999,999999, , 
999999,999999, ,0.086077,-0.010177, ,999999,999999, , 
999999,999999, ,0.062564,-0.011628, ,999999,999999, , 
999999,999999, ,0.038468,-0.012697, ,999999,999999, , 
999999,999999, ,0.014965,-0.013298, ,999999,999999, , 
999999,999999, ,-0.007689,-0.013367, ,999999,999999, , 
999999,999999, ,-0.02964,-0.012855, ,999999,999999, , 
999999,999999, ,-0.050878,-0.011744, ,999999,999999, , 
999999,999999, ,-0.070685,-0.010069, ,999999,999999, , 
999999,999999, ,-0.087321,-0.007926, ,999999,999999, , 
999999,999999, ,-0.098426,-0.005453, ,999999,999999, , 
999999,999999, ,-0.102347,-0.002785, ,999999,999999, , 
999999,999999, ,-0.099379,-0.000023, ,999999,999999, , 
999999,999999, ,-0.091451,0.002774, ,999999,999999, , 
999999,999999, ,-0.08066,0.005556, ,999999,999999, , 
999999,999999, ,-0.068271,0.008245, ,999999,999999, , 
999999,999999, ,-0.05476,0.010705, ,999999,999999, , 
999999,999999, ,-0.040274,0.012747, ,999999,999999, , 
999999,999999, ,-0.024896,0.01417, ,999999,999999, , 
999999,999999, ,-0.008591,0.014835, ,999999,999999, , 
999999,999999, ,0.008959,0.014704, ,999999,999999, , 
999999,999999, ,0.028392,0.013851, ,999999,999999, , 
999999,999999, ,0.050448,0.012425, ,999999,999999, , 
999999,999999, ,0.075369,0.010591, ,999999,999999, , 
999999,999999, ,0.102006,0.008497, ,999999,999999, , 
999999,999999, ,0.127097,0.006252, ,999999,999999, , 
999999,999999, ,0.145627,0.003945, ,999999,999999, , 
999999,999999, ,0.152826,0.001652, ,999999,999999, , 
999999,999999, ,0.146859,-0.000556, ,999999,999999, , 
999999,999999, ,0.129979,-0.002617, ,999999,999999, , 
999999,999999, ,0.107097,-0.004476, ,999999,999999, , 
999999,999999, ,0.083166,-0.006084, ,999999,999999, , 
999999,999999, ,0.061443,-0.007394, ,999999,999999, , 
999999,999999, ,0.043257,-0.008345, ,999999,999999, , 
999999,999999, ,0.028669,-0.008874, ,999999,999999, , 
999999,999999, ,0.017255,-0.008926, ,999999,999999, , 
999999,999999, ,0.008618,-0.00849, ,999999,999999, , 
999999,999999, ,0.002538,-0.007629, ,999999,999999, , 
999999,999999, ,-0.00115,-0.00648, ,999999,999999, , 
999999,999999, ,-0.00278,-0.005221, ,999999,999999, , 
999999,999999, ,-0.00297,-0.004016, ,999999,999999, , 
999999,999999, ,-0.002473,-0.002969, ,999999,999999, , 
999999,999999, ,-0.001917,-0.002124, ,999999,999999, , 
999999,999999, ,-0.001643,-0.001479, ,999999,999999, , 
999999,999999, ,-0.001716,-0.001012, ,999999,999999, , 
999999,999999, ,-0.002046,-0.000696, ,999999,999999, , 
999999,999999, ,-0.00252,-0.000507, ,999999,999999, , 
999999,999999, ,-0.003073,-0.000427, ,999999,999999, , 
999999,999999, ,-0.003683,-0.000435, ,999999,999999, , 
999999,999999, ,-0.004331,-0.00051, ,999999,999999, , 
999999,999999, ,-0.00497,-0.000632, ,999999,999999, , 
999999,999999, ,-0.005543,-0.000786, ,999999,999999, , 
999999,999999, ,-0.006019,-0.000962, ,999999,999999, , 
999999,999999, ,-0.006428,-0.001157, ,999999,999999, , 
999999,999999, ,-0.00687,-0.001369, ,999999,999999, , 
999999,999999, ,-0.007484,-0.001596, ,999999,999999, , 
999999,999999, ,-0.008418,-0.001832, ,999999,999999, , 
999999,999999, ,-0.009805,-0.002069, ,999999,999999, , 
999999,999999, ,-0.011738,-0.002299, ,999999,999999, , 
999999,999999, ,-0.014272,-0.002516, ,999999,999999, , 
999999,999999, ,-0.017405,-0.002714, ,999999,999999, , 
999999,999999, ,-0.021079,-0.002893, ,999999,999999, , 
999999,999999, ,-0.025173,-0.003051, ,999999,999999, , 
999999,999999, ,-0.029517,-0.003194, ,999999,999999, , 
999999,999999, ,-0.033915,-0.003324, ,999999,999999, , 
999999,999999, ,-0.038179,-0.003448, ,999999,999999, , 
999999,999999, ,-0.042157,-0.003571, ,999999,999999, , 
999999,999999, ,-0.045752,-0.003694, ,999999,999999, , 
999999,999999, ,-0.048944,-0.003818, ,999999,999999, , 
999999,999999, ,-0.0518,-0.003936, ,999999,999999, , 
999999,999999, ,-0.054486,-0.004038, ,999999,999999, , 
999999,999999, ,-0.057245,-0.004109, ,999999,999999, , 
999999,999999, ,-0.06035,-0.00413, ,999999,999999, , 
999999,999999, ,-0.064046,-0.004079, ,999999,999999, , 
999999,999999, ,-0.068489,-0.003934, ,999999,999999, , 
999999,999999, ,-0.073707,-0.00367, ,999999,999999, , 
999999,999999, ,-0.079582,-0.003264, ,999999,999999, , 
