1,,2,,3,,4,
411.1319058,-357.1140455,441.402893,-322.5898385,356.5527832,-216.3035821,286.262386,-349.9740451
411.9973041,-355.7545483,439.8980685,-322.3781611,354.9701134,-216.1360761,287.4721168,-351.0118885
412.7835733,-354.347805,438.4050477,-322.0949819,353.3849691,-215.9937688,288.6923641,-352.0373403
413.4933613,-352.9009595,436.9373976,-321.7009889,351.7989695,-215.8612707,289.9278968,-353.0443249
414.1395497,-351.4246077,435.5164928,-321.1622811,350.2146452,-215.7101867,291.1755151,-354.0363035
414.7424846,-349.9300705,434.1654384,-320.466667,348.6348287,-215.5176516,292.4255682,-355.0252087
415.3236674,-348.4269436,432.8992225,-319.6264306,347.0606548,-215.2833281,293.6677494,-356.0239773
415.8997043,-346.9218381,431.7211547,-318.6664991,345.4882207,-215.0374701,294.8976983,-357.0377766
416.4796377,-345.4182291,430.6302197,-317.6085958,343.908953,-214.840095,296.1205183,-358.0601695
417.0661569,-343.9171767,429.6316371,-316.4631224,342.3187456,-214.7747108,297.3483954,-359.0764768
417.6588443,-342.4185491,428.7399743,-315.2326058,340.7354535,-214.9362502,298.5932304,-360.0719332
418.2569489,-340.9220754,427.972123,-313.9212607,339.2156066,-215.408205,299.8593013,-361.0402432
418.8601392,-339.4276444,427.3364514,-312.5409773,337.8525604,-216.2295359,301.1407958,-361.9880562
419.467384,-337.9348562,426.8276004,-311.109069,336.742072,-217.3694197,302.4248526,-362.9323905
420.0754762,-336.4424127,426.4311592,-309.6420578,335.9275211,-218.7366902,303.6975051,-363.8920293
420.6789148,-334.9480817,426.1331191,-308.1519414,335.3655915,-220.2258394,304.9496709,-364.8782526
421.2717965,-333.4495317,425.9255481,-306.6465576,334.9447497,-221.7607746,306.1806682,-365.8907819
421.8507492,-331.9455452,425.8056336,-305.1316689,334.5431973,-223.3007549,307.3971095,-366.9207522
422.4168828,-330.4366857,425.7727852,-303.6123928,334.0819701,-224.8239438,308.6077168,-367.9575707
422.9750964,-328.9248785,425.8298017,-302.0938274,333.5420708,-226.3211011,309.8185735,-368.9940986
423.5308584,-327.4121687,425.988324,-300.5824787,332.947161,-227.7972604,311.0338782,-370.0254072
424.0865882,-325.8994468,426.2720916,-299.0895758,332.3335503,-229.2657281,312.2628898,-371.0403587
424.6403448,-324.3860014,426.7109163,-297.634708,331.7276559,-230.7373974,313.5274077,-372.0107509
425.1879841,-322.8703324,427.325523,-296.244955,331.138712,-232.2159355,314.8598841,-372.8854659
425.7273587,-321.3517023,428.1129112,-294.9452519,330.5636614,-233.6999317,316.2864955,-373.5962326
426.2613875,-319.8311832,429.0438745,-293.7441613,329.9959719,-235.1867588,317.805404,-374.0791277
426.7973093,-318.3113312,430.0747726,-292.6276562,329.4315418,-236.6748264,319.382951,-374.3066157
427.342158,-316.7946574,431.1645999,-291.5686185,328.8702473,-238.1640797,320.9769069,-374.3098585
427.8976277,-315.2818397,432.2877233,-290.5449654,328.3152308,-239.6556841,322.564863,-374.1714391
428.4584242,-313.770988,433.4384378,-289.5524196,327.7714535,-241.151422,324.1486138,-373.9917733
429.0158658,-312.2588971,434.6266184,-288.6050554,327.2432189,-242.6527186,325.7363159,-373.8515216
429.5645509,-310.7436065,435.8664879,-287.7264443,326.7306071,-244.159422,327.3290387,-373.7899616
430.1071466,-309.2261224,437.1653629,-286.9376733,326.2268476,-245.66911,328.9228717,-373.8070257
430.652842,-307.7097528,438.5196537,-286.2483516,325.7195885,-247.177624,330.5149735,-373.8830881
431.2091714,-306.1972542,439.9188148,-285.6553641,325.1966978,-248.6807888,332.1045668,-374.0003849
431.772357,-304.6872878,441.3518335,-285.1496555,324.6532739,-250.1766549,333.6912997,-374.1514957
432.3238208,-303.1729996,442.8110966,-284.725592,324.094897,-251.6670065,335.2749108,-374.3324131
432.8380707,-301.6456922,444.2922494,-284.3858094,323.5346658,-253.1566603,336.8565274,-374.5300849
433.3018082,-300.1023054,445.7915498,-284.1381342,322.985836,-254.6505497,338.4393802,-374.7175837
433.7378694,-298.5508138,447.3035812,-283.986477,322.4544353,-256.150729,340.0266737,-374.862594
434.2210324,-297.013257,448.8217866,-283.9207895,321.9358709,-257.6553961,341.6185194,-374.9435825
434.8694134,-295.5377912,450.3413924,-283.9107637,321.4170966,-259.1599899,343.2123367,-374.9616751
435.8012087,-294.2229956,451.8610319,-283.9047715,320.8828928,-260.6591721,344.8061008,-374.939282
437.0665923,-293.2253399,453.3789778,-283.8326215,320.3228983,-262.1489123,346.3996773,-374.906568
438.5943612,-292.7132568,454.8824062,-283.6111226,319.7361057,-263.6283045,347.9934519,-374.8856221
440.2043051,-292.780383,456.3319411,-283.1549055,319.1311272,-265.1003553,349.5873651,-374.8826017
441.6978653,-293.385539,457.6490067,-282.3969664,318.5225305,-266.5709124,351.1812578,-374.8910759
442.9693,-294.3760692,458.7189786,-281.3180257,317.9249871,-268.0459933,352.7751371,-374.9016122
444.049842,-295.5719831,459.4209374,-279.9703995,317.3475939,-269.5290776,354.3690327,-374.909438
445.0550083,-296.8316504,459.6772988,-278.4726754,316.7906132,-271.0199501,355.9629368,-374.9152324
446.0940388,-298.0634619,459.4934599,-276.9642433,316.245995,-272.5153835,357.5568438,-374.9201442
447.2186026,-299.2177954,458.9562697,-275.5426477,315.7014283,-274.0108344,359.1507598,-374.9201028
448.4284497,-300.2824482,458.1921283,-274.2290088,315.145995,-275.5022822,360.7445951,-374.9041046
449.7014219,-301.2707469,457.3186419,-272.9854894,314.5747716,-276.9877549,362.3378338,-374.8577558
451.0169626,-302.201618,456.4181609,-271.7614199,313.9903708,-278.4680942,363.9293218,-374.7698994
452.3643586,-303.0857479,455.5330242,-270.5261904,313.4009644,-279.9464473,365.5178264,-374.6386993
453.7401907,-303.9249386,454.6731578,-269.2732294,312.8159312,-281.4265353,367.1032399,-374.4742747
455.14268,-304.7187814,453.8312921,-268.008108,312.2412992,-282.9106926,368.6872559,-374.296885
456.5690831,-305.4688109,452.9989059,-266.73673,311.677278,-284.3989157,370.2725713,-374.1315398
458.0175269,-306.1753413,452.1745795,-265.4601108,311.1191962,-285.8893759,371.8611285,-374.0010052
459.4901652,-306.8299589,451.3626929,-264.1755465,310.5612146,-287.3798732,373.4529492,-373.9194052
460.9934785,-307.4106762,450.5672294,-262.8807478,310.0003408,-288.8692849,375.046557,-373.888187
462.533818,-307.8844899,449.7868564,-261.5767965,309.437977,-290.3581348,376.6404582,-373.8953379
464.1107476,-308.2167627,449.014485,-260.2680898,308.8779431,-291.8478621,378.234219,-373.9177827
465.7137561,-308.3825465,448.240531,-258.9603194,308.3224569,-293.3392913,379.8281119,-373.9263889
467.3253001,-308.3735984,447.4569551,-257.6582919,307.769118,-294.8315193,381.421672,-373.8929973
468.9272074,-308.1973242,446.6598544,-256.3644998,307.2113969,-296.3221142,383.0127821,-373.7986263
470.5049874,-307.8690017,445.8503055,-255.0784595,306.6426442,-297.8085339,384.5988673,-373.6408631
472.0475666,-307.4024933,445.0340862,-253.7966416,306.0608906,-299.2899148,386.1797232,-373.4371881
473.5441626,-306.8046883,444.2204342,-252.5131927,305.4709208,-300.7680437,387.7589675,-373.2213754
474.9815958,-306.0760333,443.4194822,-251.2217821,304.8819977,-302.2465887,389.3416896,-373.0328627
476.3444164,-305.2158845,442.6385266,-249.9181824,304.3026729,-303.72892,390.9302679,-372.9026872
477.6182656,-304.2287436,441.8786164,-248.6022015,303.7360917,-305.2161699,392.5230325,-372.8422126
478.7945527,-303.1271502,441.1337335,-247.2776555,303.1788576,-306.7069478,394.1169526,-372.8405414
479.872942,-301.9295468,440.3937629,-245.9503604,302.6240808,-308.1986409,395.7105588,-372.8720605
480.8591447,-300.6549545,439.6497662,-244.6253188,302.0662846,-309.6892076,397.3040363,-372.9093161
481.7589254,-299.3179532,438.8981046,-243.3046091,301.5046559,-311.178335,398.8977685,-372.9333603
482.5720507,-297.9265503,438.1407922,-241.9871313,300.9426362,-312.6673147,400.4916812,-372.9362348
483.2897285,-296.4836005,437.3823952,-240.6702782,300.3846686,-314.1578172,402.0854707,-372.9162063
483.8966297,-294.9906762,436.6261879,-239.3521662,299.8327538,-315.6505718,403.6787528,-372.8712906
484.3760138,-293.4520613,435.8723403,-238.0327031,299.2851845,-317.1449262,405.2709302,-372.796919
484.7150696,-291.8765638,435.1189209,-236.7129956,298.7379301,-318.6393956,406.8612103,-372.6893755
484.9076639,-290.2765417,434.3641753,-235.3940462,298.187211,-320.1325917,408.4491552,-372.5515488
484.9532533,-288.665612,433.6078433,-234.0760057,297.6312804,-321.6238554,410.0354373,-372.3957239
484.853049,-287.0571548,432.8506634,-232.7584521,297.070512,-323.1133068,411.6218005,-372.2407499
484.6062255,-285.4645945,432.093125,-231.4411046,296.5063749,-324.6014855,413.2099508,-372.1053386
484.2090002,-283.9027472,431.3350959,-230.1240395,295.9404526,-326.0889862,414.8004954,-372.0017656
483.6577556,-282.3883947,430.576851,-228.8070986,295.3740891,-327.576319,416.3929397,-371.9333182
482.9547683,-280.9382449,429.8205787,-227.4890236,294.808375,-329.0638988,417.986414,-371.8958327
482.1128963,-279.5640546,429.0711717,-226.167033,294.2439745,-330.5519776,419.5802623,-371.8812422
481.1554827,-278.2676973,428.3361271,-224.8370028,293.6808381,-332.0405353,421.1741771,-371.8808532
480.1103526,-277.0409548,427.6253826,-223.4938294,293.1183615,-333.5293423,422.768078,-371.8874782
479.0002097,-275.8727224,426.9517044,-222.1316868,292.5563021,-335.0183069,424.3619662,-371.8966562
477.8336472,-274.7608168,426.3310464,-220.7445835,291.9959142,-336.5079016,425.9558475,-371.9069771
476.6016805,-273.7218344,425.7814709,-219.3278166,291.4402683,-337.9992715,427.5497182,-371.9187791
475.2843338,-272.7935217,425.3198677,-217.8799993,290.8932318,-339.4938206,429.1435879,-371.9307666
473.8668259,-272.0268958,424.9575951,-216.4041894,290.3576561,-340.9925148,430.7374966,-371.9358209
472.3552889,-271.4681015,424.6977366,-214.9069445,289.833842,-342.4953604,432.3313257,-371.9190953
470.7782922,-271.1361923,424.5362183,-213.3959221,289.318815,-344.0012401,433.9241907,-371.8613605
469.1716719,-271.0097624,424.4665174,-211.8778904,288.8060547,-345.5078937,435.5140404,-371.7477164
467.5602179,-271.0314184,424.4851872,-210.3583744,288.2854352,-347.0118504,437.0988602,-371.5776999
465.9513379,-271.124801,424.5950335,-208.8427202,287.7446248,-348.5086632,438.6792641,-371.370535
464.3419976,-271.2098353,424.8044835,-207.3375966,287.1745762,-349.9945796,440.2593738,-371.1611711
462.7304,-271.2069276,425.1238623,-205.8519133,286.5807004,-351.4711395,441.843837,-370.9879314
461.1281784,-271.0332324,425.560621,-204.3964081,285.9974867,-352.951994,443.4339155,-370.8775596
459.5748487,-270.6038911,426.1158205,-202.9818363,285.5005624,-354.4640467,445.0272737,-370.8354005
458.1500956,-269.8509079,426.7835634,-201.6167756,285.2079173,-356.0284712,446.621159,-370.8460194
456.9667813,-268.7570818,427.5536344,-200.3067112,285.2584705,-357.6190807,448.2146402,-370.8832433
456.1312823,-267.379167,428.4155411,-199.055156,285.7592178,-359.1295271,449.8080686,-370.9225594
455.6879321,-265.8298197,429.3604587,-197.8650367,286.7210646,-360.3971847,451.4017814,-370.9479273
455.5899579,-264.2211373,430.3779162,-196.7363197,288.0385313,-361.2898089,452.9956961,-370.9499835
455.7215882,-262.6148529,431.4472856,-195.6566383,289.5487522,-361.7923896,454.5893229,-370.9195812
455.9506657,-261.0196409,432.5277519,-194.587969,291.1244211,-362.0179627,456.1814622,-370.844424
456.1730278,-259.423509,433.5496678,-193.4631396,292.7115518,-362.1358091,457.7700304,-370.7141042
456.3301023,-257.8196173,434.4090584,-192.2098733,294.2962777,-362.2817968,459.3534583,-370.5315798
456.4030311,-256.209694,434.9770628,-190.8005607,295.8713217,-362.5102963,460.9336095,-370.3224319
456.3955442,-254.5981378,435.1416608,-189.2900929,297.4360325,-362.8013427,462.516175,-370.1325037
456.318662,-252.988401,434.8678905,-187.7954774,298.998688,-363.102978,464.1053654,-370.0103185
456.1836225,-251.3824968,434.2247923,-186.418562,300.566332,-363.377517,465.6989368,-369.9789843
456.0004683,-249.7813655,433.3489751,-185.1764825,302.1378758,-363.6290098,467.2926098,-370.0096056
455.7767098,-248.1854021,432.3802668,-184.005614,303.7053498,-363.9047762,468.8866477,-370.0108287
455.5145967,-246.595288,431.420548,-182.8274827,305.2525914,-364.2775999,470.4718584,-369.8441462
455.210581,-245.0126536,430.519537,-181.6037852,306.7483775,-364.8211972,471.99256,-369.3669988
454.8600271,-243.4396747,429.6750596,-180.3403721,308.1429594,-365.5879605,473.3263455,-368.494683
454.4639862,-241.8775223,428.8522601,-179.0627698,309.3770948,-366.592755,474.3212217,-367.2496491
454.0295964,-240.3255955,428.0153811,-177.7943601,310.4056176,-367.8071971,474.8759141,-365.7554933
453.5582034,-238.784502,427.1500776,-176.5451498,311.227046,-369.1703611,475.0012127,-364.1664441
453.0254922,-237.2634696,426.2647803,-175.3100244,311.9003352,-370.6125425,474.8130207,-362.5835068
452.3692517,-235.7914746,425.3782222,-174.0758134,312.5323069,-372.0732625,474.4696905,-361.0269596
451.5038191,-234.4320007,424.5052117,-172.831985,313.2390736,-373.499197,474.1064547,-359.4750383
450.3661151,-233.2908014,423.6470536,-171.5778572,314.1042288,-374.8349493,473.8000077,-357.9108778
448.9669001,-232.4916089,422.7873729,-170.3247613,315.1574635,-376.0280555,473.5653558,-356.3343142
447.3999922,-232.1154369,421.8921349,-169.0967996,316.380958,-377.045883,473.3772766,-354.7515281
445.7886844,-232.1465262,420.9141323,-167.9336693,317.7325127,-377.8862815,473.2015276,-353.1673369
444.2106307,-232.4742755,419.8047439,-166.8951313,319.168121,-378.5733055,473.0175205,-351.5840793
442.6700858,-232.94762,418.5342717,-166.0614231,320.6539511,-379.1436239,472.8231802,-350.0020552
441.1340723,-233.4351222,417.1140475,-165.5210531,322.1683635,-379.6330033,472.6260536,-348.420378
439.5793338,-233.8592447,415.6049191,-165.3435246,323.6992795,-380.0680042,472.4315144,-346.8383799
438.0045944,-234.2018895,414.0993206,-165.5490222,325.240854,-380.4635738,472.2364511,-345.2564451
436.418285,-234.4861698,412.6814926,-166.0958392,326.7907011,-380.8253729,472.0297443,-343.6759897
434.8279509,-234.7469212,411.3896386,-166.8961837,328.3477178,-381.1549514,471.7956205,-342.0993622
433.2376701,-235.0080092,410.2056715,-167.8488979,329.910684,-381.4550569,471.5159948,-340.530165
431.6485775,-235.2762443,409.0775933,-168.8670975,331.4779075,-381.7320762,471.1714432,-338.9739355
430.0600887,-235.5480267,407.9546996,-169.8909743,333.0477165,-381.9940433,470.7429671,-337.4386953
428.4713202,-235.81817,406.8107749,-170.89132,334.6192393,-382.2455261,470.215663,-335.9345355
426.881733,-236.0834542,405.6464876,-171.8679126,336.1929389,-382.4830168,469.5824384,-334.4718052
425.2908638,-236.3409409,404.4786244,-172.8402147,337.7703879,-382.694169,468.8447404,-333.0588763
423.6980267,-236.5859556,403.3267008,-173.8313326,339.3530917,-382.8614169,468.0094091,-331.7013807
422.1026112,-236.8135706,402.2023078,-174.8535846,340.9410734,-382.9674121,467.0839379,-330.4036618
420.5046645,-237.0226857,401.1040028,-175.903828,342.5322825,-382.9987054,466.0733965,-329.1710337
418.9050287,-237.2184687,400.020708,-176.9695406,344.1229254,-382.9459398,464.9804865,-328.0108149
417.3048839,-237.4100386,398.9430731,-178.0409707,345.7079149,-382.801946,463.8076675,-326.9314386
415.7050919,-237.604529,397.8765216,-179.1234591,347.2810477,-382.5607595,462.5591656,-325.940579
414.1056616,-237.8019828,396.8493006,-180.2433651,348.8354515,-382.2190804,461.2414959,-325.0437458
412.5056756,-237.9948804,395.9137236,-181.440868,350.3647641,-381.7784802,459.8626569,-324.2441402
410.9038964,-238.1722604,395.1405326,-182.7490529,351.8642288,-381.2450551,458.4309279,-323.5436262
409.2995606,-238.3247994,394.6035855,-184.1705832,353.3301035,-380.6252552,456.9540203,-322.9441998
407.6926132,-238.4468032,394.3548997,-185.6696511,354.7571497,-379.920644,455.4388974,-322.4492564
406.0833945,-238.5338802,394.4003804,-187.1885596,356.1363705,-379.1264981,453.8922819,-322.0638466
404.4724376,-238.5784755,394.6908741,-188.6801881,357.4559769,-378.2368195,452.3215207,-321.7931782
402.8609079,-238.5663183,395.1330531,-190.134136,358.7067123,-377.2526656,450.7350344,-321.6395137
401.2519464,-238.47448,395.6098598,-191.5770836,359.8886159,-376.1868117,449.1416301,-321.5992063
399.6535072,-238.2689905,395.9976326,-193.0464126,361.0128479,-375.0602882,447.5489696,-321.6625032
398.0844906,-237.9008931,396.1785037,-194.5552108,362.0945931,-373.8929141,445.9625992,-321.8174405
396.5868296,-237.3056227,396.0551329,-196.0697687,363.1411965,-372.6939293,444.3866365,-322.0560131
395.2422714,-236.4171815,395.5702436,-197.5098797,364.1446579,-371.458611,442.8256283,-322.3782239
394.1801806,-235.2052555,394.7236808,-198.7717619,365.0839758,-370.1738608,441.2858133,-322.7899412
393.5520501,-233.7213698,393.5741703,-199.7656011,365.9358876,-368.8295699,439.773749,-323.2941076
393.4654087,-232.1123731,392.2177157,-200.450654,366.6878292,-367.4268967,438.2912553,-323.87957
393.9158636,-230.5651967,390.7508013,-200.8476177,367.3448895,-365.9773373,436.8289224,-324.5137656
394.7779974,-229.2035132,389.2410113,-201.0206443,367.9252611,-364.4954073,435.3642415,-325.1425411
395.8661112,-228.0143585,387.7215301,-201.0426854,368.4468443,-362.9917824,433.8693256,-325.6955654
397.0002305,-226.869265,386.2037811,-200.9671004,368.9142434,-361.4704399,432.3260585,-326.0941748
398.0194268,-225.6210201,384.691355,-200.8193515,369.3141329,-359.9299758,430.7408197,-326.2601789
398.770214,-224.1951259,383.186512,-200.6079575,369.6205636,-358.3682429,429.1525908,-326.1258889
399.1194357,-222.6219504,381.6899064,-200.3444566,369.8064348,-356.7876307,427.6325128,-325.6465264
398.9871969,-221.0159148,380.1970582,-200.0603112,369.8553323,-355.1968766,426.2728739,-324.814837
398.3718517,-219.526538,378.6975732,-199.8134813,369.7683793,-353.6077381,425.1623896,-323.6715457
397.3481479,-218.2819175,377.1834713,-199.6837835,369.5631124,-352.0295071,424.3517238,-322.2992306
396.0354637,-217.3469849,375.6657,-199.7583194,369.2651246,-350.4661293,423.8269328,-320.7941387
394.552931,-216.7149877,374.1869289,-200.1079889,368.8965352,-348.9178788,423.5116205,-319.2316424
392.9877733,-216.3308572,372.8148676,-200.7609972,368.4668275,-347.3854654,423.3001978,-317.651795
391.3894096,-216.1248509,371.6112114,-201.6885357,367.971196,-345.8730916,423.1017138,-316.0703139
389.7803352,-216.0350872,370.5932785,-202.8169098,367.3992056,-344.3879315,422.8697516,-314.4933734
388.1688963,-216.0141728,369.7192329,-204.0601076,366.7518833,-342.9340279,422.6067988,-312.9212823
386.5573859,-216.0282776,368.9123408,-205.3478193,366.0602405,-341.5006201,422.3466787,-311.3487348
384.9460777,-216.0573648,368.1048087,-206.6350967,365.3974747,-340.0535529,422.1278201,-309.7699323
383.3350077,-216.0976839,367.2663601,-207.9024895,364.8809184,-338.5481234,421.9710182,-308.1837548
381.7246916,-216.1613474,366.4021856,-209.1524879,364.6582183,-336.9723361,421.8709294,-306.5929771
380.1166997,-216.268615,365.5316325,-210.3980363,364.8660544,-335.3946457,421.8042225,-305.0004558
378.5137522,-216.4350445,364.6668456,-211.6476018,365.5659502,-333.9655588,421.7505277,-303.4074528
376.9181403,-216.6612965,363.8038615,-212.8984172,366.7006213,-332.849824,421.7172292,-301.8138626
375.3295264,-216.9323753,362.9287402,-214.140761,368.1201977,-332.1302649,421.7567601,-300.2203604
373.7449478,-217.2261005,362.0309705,-215.3668399,369.668297,-331.7602274,421.9650211,-298.6400606
372.1611758,-217.5241372,361.1119615,-216.5770882,371.2519886,-331.6016189,422.4527435,-297.1226783
370.5767146,-217.8184941,360.1830143,-217.7797223,372.840746,-331.5088142,423.2935287,-295.7687686
368.99205,-218.111756,359.2568257,-218.9844786,374.4280457,-331.3932625,424.4765968,-294.7009105
367.4093947,-218.4156829,358.3398607,-220.1962722,376.0120425,-331.2384901,425.9062579,-293.9963338
365.8338391,-218.7545531,357.4301791,-221.4135442,377.5949554,-331.0732665,427.4585968,-293.6341678
364.2778011,-219.1741595,356.5206652,-222.6309402,379.1799355,-330.9293102,429.047335,-293.5043356
362.7716456,-219.7476515,355.6041315,-223.8430594,380.7670795,-330.8112419,430.6407808,-293.465796
361.3814336,-220.5628212,354.6766787,-225.0468449,9999999,9999999,432.233392,-293.401898
360.2217766,-221.6817364,353.7383084,-226.2421399,9999999,9999999,433.8188379,-293.2376665
359.4366158,-223.0888552,352.7919423,-227.4311145,9999999,9999999,435.3810369,-292.9210357
359.1365586,-224.6720263,351.8420435,-228.6172685,9999999,9999999,436.8858564,-292.3954117
359.3307694,-226.2717773,350.8930441,-229.8041419,9999999,9999999,438.2651918,-291.5967186
359.9141214,-227.7742236,349.9474167,-230.9937035,9999999,9999999,439.4102871,-290.4882142
360.7216524,-229.1690658,349.0038796,-232.1849247,9999999,9999999,440.2026643,-289.1054636
361.5969758,-230.5221745,348.0570093,-233.3734984,9999999,9999999,440.5811143,-287.5572332
362.4284632,-231.9026123,347.0992824,-234.5533396,9999999,9999999,440.5913614,-285.9632185
363.1572188,-233.3399945,346.1250183,-235.7195614,9999999,9999999,440.3680016,-284.384877
363.7683805,-234.8311987,345.1339842,-236.8715687,9999999,9999999,440.0651567,-282.8200323
364.2685555,-236.3631963,344.1322234,-238.0142623,9999999,9999999,439.7918859,-281.2497684
364.663073,-237.9257329,343.1293011,-239.1559342,9999999,9999999,439.5848849,-279.6693318
364.9489632,-239.5117315,342.1333631,-240.3037026,9999999,9999999,439.4214331,-278.0838051
365.124384,-241.1137165,341.1469089,-241.4596345,9999999,9999999,439.2568415,-276.4984219
365.2011337,-242.7234656,340.1662686,-242.6205027,9999999,9999999,439.0577272,-274.9169945
365.2060983,-244.3350385,339.1855307,-243.7812868,9999999,9999999,438.8096129,-273.3425037
365.1685582,-245.9461726,338.2015491,-244.9393244,9999999,9999999,438.4998854,-271.7789536
365.1025277,-247.5563948,337.2141693,-246.0944633,9999999,9999999,438.095514,-270.2371419
364.9965677,-249.1644909,336.2181106,-247.2421326,9999999,9999999,437.5374,-268.7441137
364.81718,-250.766051,335.1896512,-248.3609167,9999999,9999999,436.7604663,-267.3524314
364.522707,-252.3504793,334.0800878,-249.3993726,9999999,9999999,435.728242,-266.1380167
364.0794864,-253.8998856,332.8324166,-250.2669214,9999999,9999999,434.456367,-265.1774502
363.4730789,-255.392995,331.4247592,-250.8391462,9999999,9999999,433.0062572,-264.5158695
362.7120107,-256.813524,329.9131463,-250.9931335,9999999,9999999,431.4550263,-264.1493923
9999999,9999999,328.4290618,-250.6673017,9999999,9999999,429.8653813,-264.0324629
9999999,9999999,327.1155967,-249.90327,9999999,9999999,428.2728368,-264.0989355
9999999,9999999,326.0409038,-248.8287754,9999999,9999999,426.6892421,-264.2801144
9999999,9999999,325.1535803,-247.594848,9999999,9999999,425.1124477,-264.5131579
9999999,9999999,324.3127839,-246.3289194,9999999,9999999,423.5353344,-264.7439787
9999999,9999999,323.3667877,-245.1397516,9999999,9999999,421.952471,-264.931251
9999999,9999999,322.2245021,-244.1376957,9999999,9999999,420.3632804,-265.0537394
9999999,9999999,320.8830091,-243.4240016,9999999,9999999,418.7706093,-265.1168605
9999999,9999999,319.4083437,-243.0572891,9999999,9999999,417.1770548,-265.1513482
9999999,9999999,317.8889023,-243.0324633,9999999,9999999,415.5838978,-265.2002975
9999999,9999999,316.3914129,-243.2912015,9999999,9999999,413.9930425,-265.2987428
9999999,9999999,314.9442641,-243.7550207,9999999,9999999,412.4069431,-265.4564062
9999999,9999999,313.5491885,-244.3575684,9999999,9999999,410.8253345,-265.6541889
9999999,9999999,312.2017469,-245.0601932,9999999,9999999,409.2443982,-265.8571497
9999999,9999999,310.903232,-245.8495737,9999999,9999999,407.6605766,-266.0361561
9999999,9999999,309.6610015,-246.7248487,9999999,9999999,406.0735912,-266.1846774
9999999,9999999,308.4824256,-247.6841236,9999999,9999999,404.4854134,-266.319846
9999999,9999999,307.368371,-248.7176384,9999999,9999999,402.8983194,-266.4670519
9999999,9999999,306.3106245,-249.8087181,9999999,9999999,401.3137034,-266.6389613
9999999,9999999,305.2949225,-250.9390409,9999999,9999999,399.7305474,-266.8239335
9999999,9999999,304.3084047,-252.0949192,9999999,9999999,398.1454982,-266.9917862
9999999,9999999,303.3491738,-253.2735474,9999999,9999999,396.5561641,-267.1123596
9999999,9999999,302.4358414,-254.4881183,9999999,9999999,394.9634272,-267.173623
9999999,9999999,301.6151401,-255.7671293,9999999,9999999,393.3695567,-267.1864887
9999999,9999999,300.9645634,-257.1404742,9999999,9999999,391.7757025,-267.1727661
9999999,9999999,300.5833671,-258.6114542,9999999,9999999,390.1820325,-267.1447305
9999999,9999999,300.5645141,-260.1308414,9999999,9999999,388.589026,-267.0905224
9999999,9999999,300.9533089,-261.5997508,9999999,9999999,386.9992835,-266.9752443
9999999,9999999,301.7190892,-262.9122351,9999999,9999999,385.4203998,-266.7570208
9999999,9999999,302.7658633,-264.0138934,9999999,9999999,383.8652577,-266.4076936
9999999,9999999,303.9755204,-264.9338635,9999999,9999999,382.346125,-265.9252013
9999999,9999999,305.246245,-265.7673511,9999999,9999999,380.86714,-265.3308911
9999999,9999999,306.5000044,-266.6260045,9999999,9999999,379.423446,-264.6553665
9999999,9999999,307.6721774,-267.5930442,9999999,9999999,378.0080502,-263.9224077
9999999,9999999,308.7074066,-268.7054751,9999999,9999999,376.6198419,-263.1391717
9999999,9999999,309.5637928,-269.9608066,9999999,9999999,375.2669568,-262.2963959
9999999,9999999,310.2150425,-271.3338171,9999999,9999999,373.9646306,-261.3774382
9999999,9999999,310.6464317,-272.7909346,9999999,9999999,372.7293188,-260.3701966
9999999,9999999,310.8485841,-274.297057,9999999,9999999,371.5721096,-259.2740997
9999999,9999999,310.8150019,-275.8163021,9999999,9999999,370.4961173,-258.0981632
9999999,9999999,310.5460659,-277.3119195,9999999,9999999,369.5012045,-256.8528759
9999999,9999999,310.0567485,-278.750591,9999999,9999999,368.5933892,-255.5427359
9999999,9999999,309.3811598,-280.1117879,9999999,9999999,367.79118,-254.1654103
9999999,9999999,308.5682808,-281.3957521,9999999,9999999,367.1221051,-252.7187485
9999999,9999999,307.6697441,-282.6212898,9999999,9999999,366.6089466,-251.2097291
9999999,9999999,306.7258405,-283.8122189,9999999,9999999,366.2533478,-249.6559896
9999999,9999999,305.755953,-284.9820901,9999999,9999999,366.0295075,-248.0778498
9999999,9999999,304.7582959,-286.1283702,9999999,9999999,365.895703,-246.4895514
9999999,9999999,303.7219751,-287.2397858,9999999,9999999,365.8180433,-244.8975285
9999999,9999999,302.6473184,-288.3141882,9999999,9999999,9999999,9999999
9999999,9999999,301.5635583,-289.3795252,9999999,9999999,9999999,9999999
9999999,9999999,300.5381207,-290.5011698,9999999,9999999,9999999,9999999
9999999,9999999,299.6803899,-291.7555891,9999999,9999999,9999999,9999999
9999999,9999999,299.1323174,-293.1727811,9999999,9999999,9999999,9999999
9999999,9999999,299.0257993,-294.6884406,9999999,9999999,9999999,9999999
9999999,9999999,299.4155943,-296.1570052,9999999,9999999,9999999,9999999
9999999,9999999,300.2412846,-297.4326662,9999999,9999999,9999999,9999999
9999999,9999999,301.3606239,-298.4606874,9999999,9999999,9999999,9999999
9999999,9999999,302.6257587,-299.302813,9999999,9999999,9999999,9999999
9999999,9999999,303.9318273,-300.0795669,9999999,9999999,9999999,9999999
9999999,9999999,305.2181698,-300.8885312,9999999,9999999,9999999,9999999
9999999,9999999,306.4601367,-301.7642174,9999999,9999999,9999999,9999999
