1,,2,,3,
472.3552889,-271.4681015,424.6977366,-214.9069445,289.833842,-342.4953604
470.7782922,-271.1361923,424.5362183,-213.3959221,289.318815,-344.0012401
469.1716719,-271.0097624,424.4665174,-211.8778904,288.8060547,-345.5078937
467.5602179,-271.0314184,424.4851872,-210.3583744,288.2854352,-347.0118504
465.9513379,-271.124801,424.5950335,-208.8427202,287.7446248,-348.5086632
464.3419976,-271.2098353,424.8044835,-207.3375966,287.1745762,-349.9945796
462.7304,-271.2069276,425.1238623,-205.8519133,286.5807004,-351.4711395
461.1281784,-271.0332324,425.560621,-204.3964081,285.9974867,-352.951994
459.5748487,-270.6038911,426.1158205,-202.9818363,285.5005624,-354.4640467
458.1500956,-269.8509079,426.7835634,-201.6167756,285.2079173,-356.0284712
456.9667813,-268.7570818,427.5536344,-200.3067112,285.2584705,-357.6190807
456.1312823,-267.379167,428.4155411,-199.055156,285.7592178,-359.1295271
455.6879321,-265.8298197,429.3604587,-197.8650367,286.7210646,-360.3971847
455.5899579,-264.2211373,430.3779162,-196.7363197,288.0385313,-361.2898089
455.7215882,-262.6148529,431.4472856,-195.6566383,289.5487522,-361.7923896
455.9506657,-261.0196409,432.5277519,-194.587969,291.1244211,-362.0179627
456.1730278,-259.423509,433.5496678,-193.4631396,292.7115518,-362.1358091
456.3301023,-257.8196173,434.4090584,-192.2098733,294.2962777,-362.2817968
456.4030311,-256.209694,434.9770628,-190.8005607,295.8713217,-362.5102963
456.3955442,-254.5981378,435.1416608,-189.2900929,297.4360325,-362.8013427
456.318662,-252.988401,434.8678905,-187.7954774,298.998688,-363.102978
456.1836225,-251.3824968,434.2247923,-186.418562,300.566332,-363.377517
456.0004683,-249.7813655,433.3489751,-185.1764825,302.1378758,-363.6290098
455.7767098,-248.1854021,432.3802668,-184.005614,303.7053498,-363.9047762
455.5145967,-246.595288,431.420548,-182.8274827,305.2525914,-364.2775999
455.210581,-245.0126536,430.519537,-181.6037852,306.7483775,-364.8211972
454.8600271,-243.4396747,429.6750596,-180.3403721,308.1429594,-365.5879605
454.4639862,-241.8775223,428.8522601,-179.0627698,309.3770948,-366.592755
454.0295964,-240.3255955,428.0153811,-177.7943601,310.4056176,-367.8071971
453.5582034,-238.784502,427.1500776,-176.5451498,311.227046,-369.1703611
453.0254922,-237.2634696,426.2647803,-175.3100244,311.9003352,-370.6125425
452.3692517,-235.7914746,425.3782222,-174.0758134,312.5323069,-372.0732625
451.5038191,-234.4320007,424.5052117,-172.831985,313.2390736,-373.499197
450.3661151,-233.2908014,423.6470536,-171.5778572,314.1042288,-374.8349493
448.9669001,-232.4916089,422.7873729,-170.3247613,315.1574635,-376.0280555
447.3999922,-232.1154369,421.8921349,-169.0967996,316.380958,-377.045883
445.7886844,-232.1465262,420.9141323,-167.9336693,317.7325127,-377.8862815
444.2106307,-232.4742755,419.8047439,-166.8951313,319.168121,-378.5733055
442.6700858,-232.94762,418.5342717,-166.0614231,320.6539511,-379.1436239
441.1340723,-233.4351222,417.1140475,-165.5210531,322.1683635,-379.6330033
439.5793338,-233.8592447,415.6049191,-165.3435246,323.6992795,-380.0680042
438.0045944,-234.2018895,414.0993206,-165.5490222,325.240854,-380.4635738
436.418285,-234.4861698,412.6814926,-166.0958392,326.7907011,-380.8253729
434.8279509,-234.7469212,411.3896386,-166.8961837,328.3477178,-381.1549514
433.2376701,-235.0080092,410.2056715,-167.8488979,329.910684,-381.4550569
431.6485775,-235.2762443,409.0775933,-168.8670975,331.4779075,-381.7320762
430.0600887,-235.5480267,407.9546996,-169.8909743,333.0477165,-381.9940433
428.4713202,-235.81817,406.8107749,-170.89132,334.6192393,-382.2455261
426.881733,-236.0834542,405.6464876,-171.8679126,336.1929389,-382.4830168
425.2908638,-236.3409409,404.4786244,-172.8402147,337.7703879,-382.694169
423.6980267,-236.5859556,403.3267008,-173.8313326,339.3530917,-382.8614169
422.1026112,-236.8135706,402.2023078,-174.8535846,340.9410734,-382.9674121
420.5046645,-237.0226857,401.1040028,-175.903828,342.5322825,-382.9987054
418.9050287,-237.2184687,400.020708,-176.9695406,344.1229254,-382.9459398
417.3048839,-237.4100386,398.9430731,-178.0409707,345.7079149,-382.801946
415.7050919,-237.604529,397.8765216,-179.1234591,347.2810477,-382.5607595
414.1056616,-237.8019828,396.8493006,-180.2433651,348.8354515,-382.2190804
412.5056756,-237.9948804,395.9137236,-181.440868,350.3647641,-381.7784802
410.9038964,-238.1722604,395.1405326,-182.7490529,351.8642288,-381.2450551
409.2995606,-238.3247994,394.6035855,-184.1705832,353.3301035,-380.6252552
407.6926132,-238.4468032,394.3548997,-185.6696511,354.7571497,-379.920644
406.0833945,-238.5338802,394.4003804,-187.1885596,356.1363705,-379.1264981
404.4724376,-238.5784755,394.6908741,-188.6801881,357.4559769,-378.2368195
402.8609079,-238.5663183,395.1330531,-190.134136,358.7067123,-377.2526656
401.2519464,-238.47448,395.6098598,-191.5770836,359.8886159,-376.1868117
399.6535072,-238.2689905,395.9976326,-193.0464126,361.0128479,-375.0602882
398.0844906,-237.9008931,396.1785037,-194.5552108,362.0945931,-373.8929141
396.5868296,-237.3056227,396.0551329,-196.0697687,363.1411965,-372.6939293
395.2422714,-236.4171815,395.5702436,-197.5098797,364.1446579,-371.458611
394.1801806,-235.2052555,394.7236808,-198.7717619,365.0839758,-370.1738608
393.5520501,-233.7213698,393.5741703,-199.7656011,365.9358876,-368.8295699
393.4654087,-232.1123731,392.2177157,-200.450654,366.6878292,-367.4268967
393.9158636,-230.5651967,390.7508013,-200.8476177,367.3448895,-365.9773373
394.7779974,-229.2035132,389.2410113,-201.0206443,367.9252611,-364.4954073
395.8661112,-228.0143585,387.7215301,-201.0426854,368.4468443,-362.9917824
397.0002305,-226.869265,386.2037811,-200.9671004,368.9142434,-361.4704399
398.0194268,-225.6210201,384.691355,-200.8193515,369.3141329,-359.9299758
398.770214,-224.1951259,383.186512,-200.6079575,369.6205636,-358.3682429
399.1194357,-222.6219504,381.6899064,-200.3444566,369.8064348,-356.7876307
398.9871969,-221.0159148,380.1970582,-200.0603112,369.8553323,-355.1968766
398.3718517,-219.526538,378.6975732,-199.8134813,369.7683793,-353.6077381
397.3481479,-218.2819175,377.1834713,-199.6837835,369.5631124,-352.0295071
396.0354637,-217.3469849,375.6657,-199.7583194,369.2651246,-350.4661293
394.552931,-216.7149877,374.1869289,-200.1079889,368.8965352,-348.9178788
392.9877733,-216.3308572,372.8148676,-200.7609972,368.4668275,-347.3854654
391.3894096,-216.1248509,371.6112114,-201.6885357,367.971196,-345.8730916
389.7803352,-216.0350872,370.5932785,-202.8169098,367.3992056,-344.3879315
388.1688963,-216.0141728,369.7192329,-204.0601076,366.7518833,-342.9340279
386.5573859,-216.0282776,368.9123408,-205.3478193,366.0602405,-341.5006201
384.9460777,-216.0573648,368.1048087,-206.6350967,365.3974747,-340.0535529
383.3350077,-216.0976839,367.2663601,-207.9024895,364.8809184,-338.5481234
381.7246916,-216.1613474,366.4021856,-209.1524879,364.6582183,-336.9723361
380.1166997,-216.268615,365.5316325,-210.3980363,364.8660544,-335.3946457
378.5137522,-216.4350445,364.6668456,-211.6476018,365.5659502,-333.9655588
376.9181403,-216.6612965,363.8038615,-212.8984172,366.7006213,-332.849824
375.3295264,-216.9323753,362.9287402,-214.140761,368.1201977,-332.1302649
373.7449478,-217.2261005,362.0309705,-215.3668399,369.668297,-331.7602274
372.1611758,-217.5241372,361.1119615,-216.5770882,371.2519886,-331.6016189
370.5767146,-217.8184941,360.1830143,-217.7797223,372.840746,-331.5088142
368.99205,-218.111756,359.2568257,-218.9844786,374.4280457,-331.3932625
367.4093947,-218.4156829,358.3398607,-220.1962722,376.0120425,-331.2384901
365.8338391,-218.7545531,357.4301791,-221.4135442,377.5949554,-331.0732665
364.2778011,-219.1741595,356.5206652,-222.6309402,379.1799355,-330.9293102
362.7716456,-219.7476515,355.6041315,-223.8430594,380.7670795,-330.8112419
361.3814336,-220.5628212,354.6766787,-225.0468449,9999999,9999999
360.2217766,-221.6817364,353.7383084,-226.2421399,9999999,9999999
359.4366158,-223.0888552,352.7919423,-227.4311145,9999999,9999999
359.1365586,-224.6720263,351.8420435,-228.6172685,9999999,9999999
359.3307694,-226.2717773,350.8930441,-229.8041419,9999999,9999999
359.9141214,-227.7742236,349.9474167,-230.9937035,9999999,9999999
360.7216524,-229.1690658,349.0038796,-232.1849247,9999999,9999999
361.5969758,-230.5221745,348.0570093,-233.3734984,9999999,9999999
362.4284632,-231.9026123,347.0992824,-234.5533396,9999999,9999999
363.1572188,-233.3399945,346.1250183,-235.7195614,9999999,9999999
363.7683805,-234.8311987,345.1339842,-236.8715687,9999999,9999999
364.2685555,-236.3631963,344.1322234,-238.0142623,9999999,9999999
364.663073,-237.9257329,343.1293011,-239.1559342,9999999,9999999
364.9489632,-239.5117315,342.1333631,-240.3037026,9999999,9999999
365.124384,-241.1137165,341.1469089,-241.4596345,9999999,9999999
365.2011337,-242.7234656,340.1662686,-242.6205027,9999999,9999999
365.2060983,-244.3350385,339.1855307,-243.7812868,9999999,9999999
365.1685582,-245.9461726,338.2015491,-244.9393244,9999999,9999999
365.1025277,-247.5563948,337.2141693,-246.0944633,9999999,9999999
364.9965677,-249.1644909,336.2181106,-247.2421326,9999999,9999999
364.81718,-250.766051,335.1896512,-248.3609167,9999999,9999999
364.522707,-252.3504793,334.0800878,-249.3993726,9999999,9999999
364.0794864,-253.8998856,332.8324166,-250.2669214,9999999,9999999
363.4730789,-255.392995,331.4247592,-250.8391462,9999999,9999999
362.7120107,-256.813524,329.9131463,-250.9931335,9999999,9999999
9999999,9999999,328.4290618,-250.6673017,9999999,9999999
9999999,9999999,327.1155967,-249.90327,9999999,9999999
9999999,9999999,326.0409038,-248.8287754,9999999,9999999
9999999,9999999,325.1535803,-247.594848,9999999,9999999
9999999,9999999,324.3127839,-246.3289194,9999999,9999999
9999999,9999999,323.3667877,-245.1397516,9999999,9999999
9999999,9999999,322.2245021,-244.1376957,9999999,9999999
9999999,9999999,320.8830091,-243.4240016,9999999,9999999
9999999,9999999,319.4083437,-243.0572891,9999999,9999999
9999999,9999999,317.8889023,-243.0324633,9999999,9999999
9999999,9999999,316.3914129,-243.2912015,9999999,9999999
9999999,9999999,314.9442641,-243.7550207,9999999,9999999
9999999,9999999,313.5491885,-244.3575684,9999999,9999999
9999999,9999999,312.2017469,-245.0601932,9999999,9999999
9999999,9999999,310.903232,-245.8495737,9999999,9999999
9999999,9999999,309.6610015,-246.7248487,9999999,9999999
9999999,9999999,308.4824256,-247.6841236,9999999,9999999
9999999,9999999,307.368371,-248.7176384,9999999,9999999
9999999,9999999,306.3106245,-249.8087181,9999999,9999999
9999999,9999999,305.2949225,-250.9390409,9999999,9999999
9999999,9999999,304.3084047,-252.0949192,9999999,9999999
9999999,9999999,303.3491738,-253.2735474,9999999,9999999
9999999,9999999,302.4358414,-254.4881183,9999999,9999999
9999999,9999999,301.6151401,-255.7671293,9999999,9999999
9999999,9999999,300.9645634,-257.1404742,9999999,9999999
9999999,9999999,300.5833671,-258.6114542,9999999,9999999
9999999,9999999,300.5645141,-260.1308414,9999999,9999999
9999999,9999999,300.9533089,-261.5997508,9999999,9999999
9999999,9999999,301.7190892,-262.9122351,9999999,9999999
9999999,9999999,302.7658633,-264.0138934,9999999,9999999
9999999,9999999,303.9755204,-264.9338635,9999999,9999999
9999999,9999999,305.246245,-265.7673511,9999999,9999999
9999999,9999999,306.5000044,-266.6260045,9999999,9999999
9999999,9999999,307.6721774,-267.5930442,9999999,9999999
9999999,9999999,308.7074066,-268.7054751,9999999,9999999
9999999,9999999,309.5637928,-269.9608066,9999999,9999999
9999999,9999999,310.2150425,-271.3338171,9999999,9999999
9999999,9999999,310.6464317,-272.7909346,9999999,9999999
9999999,9999999,310.8485841,-274.297057,9999999,9999999
9999999,9999999,310.8150019,-275.8163021,9999999,9999999
9999999,9999999,310.5460659,-277.3119195,9999999,9999999
9999999,9999999,310.0567485,-278.750591,9999999,9999999
9999999,9999999,309.3811598,-280.1117879,9999999,9999999
9999999,9999999,308.5682808,-281.3957521,9999999,9999999
9999999,9999999,307.6697441,-282.6212898,9999999,9999999
9999999,9999999,306.7258405,-283.8122189,9999999,9999999
9999999,9999999,305.755953,-284.9820901,9999999,9999999
9999999,9999999,304.7582959,-286.1283702,9999999,9999999
9999999,9999999,303.7219751,-287.2397858,9999999,9999999
9999999,9999999,302.6473184,-288.3141882,9999999,9999999
9999999,9999999,301.5635583,-289.3795252,9999999,9999999
9999999,9999999,300.5381207,-290.5011698,9999999,9999999
9999999,9999999,299.6803899,-291.7555891,9999999,9999999
9999999,9999999,299.1323174,-293.1727811,9999999,9999999
9999999,9999999,299.0257993,-294.6884406,9999999,9999999
9999999,9999999,299.4155943,-296.1570052,9999999,9999999
9999999,9999999,300.2412846,-297.4326662,9999999,9999999
9999999,9999999,301.3606239,-298.4606874,9999999,9999999
9999999,9999999,302.6257587,-299.302813,9999999,9999999
9999999,9999999,303.9318273,-300.0795669,9999999,9999999
9999999,9999999,305.2181698,-300.8885312,9999999,9999999
9999999,9999999,306.4601367,-301.7642174,9999999,9999999
9999999,9999999,307.6654086,-302.6897721,9999999,9999999
9999999,9999999,308.859344,-303.6298611,9999999,9999999
9999999,9999999,310.0629411,-304.5575487,9999999,9999999
9999999,9999999,311.2813404,-305.4657255,9999999,9999999
9999999,9999999,312.507507,-306.3633818,9999999,9999999
9999999,9999999,313.7318975,-307.2634546,9999999,9999999
9999999,9999999,314.9492809,-308.1729859,9999999,9999999
9999999,9999999,316.1596876,-309.0917818,9999999,9999999
9999999,9999999,317.3651088,-310.017108,9999999,9999999
9999999,9999999,318.5661054,-310.9481699,9999999,9999999
9999999,9999999,319.7613906,-311.8865519,9999999,9999999
9999999,9999999,320.9499948,-312.8333824,9999999,9999999
9999999,9999999,322.1334352,-313.7866605,9999999,9999999
9999999,9999999,323.3157672,-314.7413123,9999999,9999999
9999999,9999999,324.501417,-315.6918393,9999999,9999999
9999999,9999999,325.6924191,-316.6356519,9999999,9999999
9999999,9999999,326.8867711,-317.575223,9999999,9999999
9999999,9999999,328.0784639,-318.5181656,9999999,9999999
9999999,9999999,329.2588129,-319.4752683,9999999,9999999
9999999,9999999,330.4186635,-320.4571083,9999999,9999999
9999999,9999999,331.5512328,-321.4702949,9999999,9999999
9999999,9999999,332.6550139,-322.5147726,9999999,9999999
9999999,9999999,333.7353487,-323.5834875,9999999,9999999
9999999,9999999,334.8030727,-324.664801,9999999,9999999
9999999,9999999,335.8700236,-325.7468735,9999999,9999999
9999999,9999999,336.9434314,-326.822541,9999999,9999999
9999999,9999999,338.0220957,-327.8929414,9999999,9999999
9999999,9999999,339.0957943,-328.9683258,9999999,9999999
9999999,9999999,340.1471021,-330.0656089,9999999,9999999
9999999,9999999,341.153867,-331.2038961,9999999,9999999
9999999,9999999,342.0912921,-332.3999317,9999999,9999999
9999999,9999999,342.9338675,-333.6645748,9999999,9999999
9999999,9999999,343.6582572,-335.0004262,9999999,9999999
9999999,9999999,344.2479194,-336.4009735,9999999,9999999
9999999,9999999,344.6983567,-337.8523036,9999999,9999999
9999999,9999999,345.0196632,-339.3375795,9999999,9999999
9999999,9999999,345.2330115,-340.8421644,9999999,9999999
9999999,9999999,345.3610523,-342.3563938,9999999,9999999
9999999,9999999,345.4164655,-343.8750167,9999999,9999999
9999999,9999999,345.3945171,-345.3944942,9999999,9999999
9999999,9999999,345.2733048,-346.9092851,9999999,9999999
9999999,9999999,345.021197,-348.4078512,9999999,9999999
