1,,2,,3,,4,,5,,6,,7,,8,,9,,11,,31,,52,,59,,60,,61,,62,
361.8252474,-258.1591941,344.6074327,-349.8700558,361.5413965,-327.9010153,377.1552778,-395.0828784,379.3111357,-364.7109988,329.7625765,-353.3662169,363.0441692,-232.1220008,305.4925355,-228.7864533,311.2771662,-326.4454891,444.0436643,-258.2874577,428.4533362,-240.8384572,424.3507375,-230.5062238,400.6204211,-326.4538768,382.3543091,-330.6944626,396.6826297,-369.7690809,378.7507851,-395.4658801
360.8555911,-259.4464348,344.0109579,-351.2677186,363.0101773,-328.5052705,378.6870099,-395.3521179,380.6425032,-365.5594608,330.9885869,-354.3478424,361.4790773,-232.0963234,303.9351556,-228.395448,310.2871028,-327.5867934,442.5550612,-258.0442111,428.1344672,-239.3659086,422.798365,-230.7312823,402.0573555,-326.1106065,383.9390391,-330.547848,397.7272273,-368.5071638,380.2754941,-395.2589216
359.8506478,-260.7063096,343.2246987,-352.5681192,364.4556389,-329.1633711,380.2287617,-395.5561809,382.1027414,-366.1596803,332.450612,-354.9218548,359.9139747,-232.0710973,302.3366668,-228.2433882,309.2584686,-328.693617,441.0573596,-257.8656267,427.6593379,-237.9361094,421.2451655,-230.9505652,403.5346949,-326.1080797,385.5197409,-330.3625894,398.7805165,-367.2525196,381.8103815,-395.3660922
358.8520318,-261.9711757,342.2557324,-353.7387371,365.8677,-329.8904004,381.7748767,-395.724048,383.6365457,-366.534076,334.0109638,-355.1030862,358.3490196,-232.0382303,300.7336414,-228.3362815,308.2867141,-329.8507045,439.5564319,-257.7165075,427.0999521,-236.537155,419.6916145,-231.1673426,404.9667101,-326.4712996,387.0991378,-330.1663287,399.8672881,-366.0267747,383.2740861,-395.8403287
357.8828316,-263.2587212,341.123284,-354.7520496,367.2216493,-330.7206587,383.3244215,-395.8565774,385.2016975,-366.7415242,335.5787219,-355.0035235,356.7843786,-231.9927242,299.1598929,-228.6552019,307.5037934,-331.1428717,438.0526007,-257.6000857,426.5063713,-235.1523733,418.1384157,-231.3866275,406.2718921,-327.163587,388.683315,-330.0137006,400.9956852,-364.8392181,384.573553,-396.6642639
356.9361796,-264.5629749,339.8554645,-355.5898374,368.4735366,-331.6980273,384.877502,-395.9376356,386.776721,-366.8508108,337.1328543,-354.7752644,355.2197803,-231.9455163,297.6363349,-229.1623601,307.0636585,-332.5880354,436.5451314,-257.5496413,425.8999202,-233.7731728,416.5860241,-231.611556,407.4120744,-328.1032263,390.2739017,-329.9603447,402.1560836,-363.6829048,385.65365,-397.7602263
355.9733751,-265.8553637,338.4845727,-356.245531,369.5580702,-332.8582684,386.4326476,-395.9498021,388.3542857,-366.9133013,338.6875686,-354.5516028,353.6546075,-231.9247793,296.1697979,-229.8163445,307.0899209,-334.0984523,435.0379031,-257.6062449,425.2790876,-232.4003879,415.0343943,-231.8416823,408.4057251,-329.1966817,391.8635674,-330.0367547,403.3311124,-362.5414701,386.5247585,-399.0287197
354.9389502,-267.0911214,337.0417016,-356.7224141,370.3953042,-334.2078204,387.986489,-395.8848332,389.9326576,-366.9503703,340.2522782,-354.4141423,352.0898979,-231.9677367,294.7614313,-230.5876511,307.6084251,-335.5173931,433.5416117,-257.7961718,424.6338477,-231.0389105,413.4829956,-232.0733617,409.3106641,-330.3645795,393.4423085,-330.2381259,404.5059786,-361.39987,387.2501667,-400.3857781
353.7874786,-268.2185644,335.5529876,-357.0274167,370.9110471,-335.7098762,389.5353044,-395.7440289,391.5114449,-366.9579098,341.8228,-354.3862255,350.5308654,-232.1075127,293.417026,-231.4657003,308.5277445,-336.7164368,432.0684121,-258.1197559,423.9605069,-229.6911056,411.9309583,-232.3007255,410.1931238,-331.5495177,395.0056109,-330.5365439,405.6731155,-360.2503667,387.9072851,-401.7771339
352.504535,-269.1938083,334.0394907,-357.1638455,371.0668754,-337.2903419,391.0758237,-395.5308225,393.0898011,-366.9204718,343.3924624,-354.4455696,348.9859979,-232.3595063,292.1514094,-232.4539139,309.6944224,-337.6767873,430.6245226,-258.5559082,423.2696912,-228.3521645,410.3772522,-232.5163892,411.1033106,-332.7132823,396.5533122,-330.9074472,406.8308218,-359.0913661,388.5512254,-403.1746313
351.1076252,-269.9974258,332.5202856,-357.1280785,370.885282,-338.8681005,392.6040499,-395.2424082,394.6657521,-366.8256787,344.9599645,-354.5468982,347.4608313,-232.7117121,290.9843574,-233.5567774,310.9704212,-338.4860489,429.208828,-259.0763288,422.5848919,-227.0101386,408.8210012,-232.7128389,412.0655246,-333.8344154,398.0807691,-331.3545511,407.9791494,-357.9230724,389.1993206,-404.5702277
349.6301292,-270.6410321,331.0159635,-356.9130267,370.455061,-340.3970135,394.113114,-394.8664065,396.2371852,-366.6733093,346.5276783,-354.6446819,345.9505365,-233.1231324,289.9306523,-234.7684097,312.2662148,-339.2629264,427.8171976,-259.6580321,421.9329758,-225.6518519,407.2619753,-232.8858853,413.0791416,-334.9093108,399.5686727,-331.9195487,409.1175052,-356.7450616,389.8387505,-405.9698073
348.1035019,-271.1573803,329.5489499,-356.5166858,369.9158249,-341.8910542,395.5916065,-394.3840186,397.803884,-366.4781398,348.0970977,-354.7095661,344.4396162,-233.5322039,288.9911469,-236.0706114,313.5341569,-340.0845433,426.4456628,-260.2856408,421.3285257,-224.271798,405.7009169,-233.0395503,414.1233484,-335.954537,400.9721986,-332.6699444,410.2468379,-355.5583994,390.451045,-407.3814372
346.5487168,-271.5814329,328.1386375,-355.9507839,369.4358011,-343.4050635,397.0232466,-393.7765312,399.3686049,-366.2676851,349.6676497,-354.7356905,342.9120676,-233.8738066,288.1523712,-237.4398692,314.7605419,-340.9670664,425.0879796,-260.9426884,420.7543884,-222.8788138,404.1394424,-233.1889614,415.1605492,-337.0067407,402.2120522,-333.667727,411.3762352,-354.3717892,391.0450453,-408.8009166
