1,,2,,3,,4,,5,,6,,7,,8,,9,,10,,11,,12,,13,,14,,15,,16,,17,,18,,19,,20,,21,,22,,23,,24,,25,,26,,27,,28,,29,,30,,31,,32,,33,,34,,35,,36,,37,,38,,39,,40,,41,,42,,43,,44,,45,,46,,47,,48,,49,,50,,51,,52,,53,,54,,55,,56,,57,,58,,59,,60,,61,,62,,63,,64,,65,,66,,67,,68,,69,
233.7617762,-278.2984259,382.6012291,-370.0320797,518.62967,-356.5291846,449.946171,-320.5827898,517.0303803,-289.0398292,465.6525994,-315.0134668,284.2121345,-288.577259,358.1464721,-346.5304052,421.6379566,-354.2161995,346.3769862,-318.8180758,351.7905626,-208.5722808,375.2360695,-326.2833784,476.4850822,-332.5982532,463.2884488,-357.565606,264.3437301,-278.2196511,487.3062393,-298.4893367,306.1283916,-325.861013,445.1908284,-336.583426,309.0154682,-261.261592,481.4158206,-357.7483646,417.1650817,-370.428589,418.0990493,-329.7707039,395.1973457,-446.0766364,292.8313213,-228.1142294,464.3422394,-279.2091476,443.605562,-315.9301727,493.5582625,-309.991878,319.5819161,-211.9085814,463.0993232,-303.4389383,496.7484826,-349.0459731,329.1909608,-251.4594274,478.9427133,-332.3885382,350.4485233,-224.4943006,422.7797967,-346.0392732,367.6583843,-248.0336623,253.5938239,-262.7723105,322.2274982,-181.7202472,432.9056603,-365.8675521,440.4067649,-282.6495103,250.1694769,-240.1716686,361.5572975,-206.794341,300.6266233,-308.9583346,279.6645608,-300.0941436,439.0492563,-367.3412901,298.707755,-245.9339532,342.0766797,-189.2770918,421.8735796,-387.2311148,464.3506998,-239.4982439,469.4586799,-370.0033822,284.0097362,-319.3920928,454.6068812,-306.4597322,283.2513564,-282.1826621,273.1873338,-249.2210514,317.1608773,-236.1099684,446.7715265,-360.8302727,386.2053231,-338.9704881,273.2877959,-235.06275,270.5648159,-310.0164699,480.8754525,-336.797049,474.8824592,-298.0876757,406.8801894,-301.8700645,474.224212,-332.2373997,261.0264391,-293.2984604,258.3279984,-223.3681643,298.6836316,-344.5181512,480.0397568,-339.1267875,479.8829858,-346.6991258,378.7234609,-379.7668297,284.9587192,-185.2511447
233.7848513,-279.9098266,384.0777935,-370.3912945,520.1301562,-357.0498357,449.0864101,-319.2868497,516.2547421,-287.6647044,465.8414099,-316.5728493,282.9456871,-287.657287,359.4599233,-347.4541667,422.7072045,-353.1487178,345.6110183,-320.1193789,350.8891237,-209.7815859,373.8696879,-326.8927251,477.7024344,-331.6052495,464.8629919,-357.3957367,265.7386677,-278.9067499,485.8417513,-297.887123,306.72124,-327.3226927,446.6146434,-337.1656417,309.3149296,-262.8056968,482.1024982,-356.3474583,418.4357538,-369.536796,419.5207318,-329.2073575,395.7261886,-447.5209463,293.2604581,-229.5460648,463.6713122,-277.8453083,443.2944783,-317.4216229,494.253258,-308.5798408,320.9031115,-212.6980855,463.8441793,-302.0651605,496.0577616,-347.6607991,328.6574658,-252.868456,479.5694031,-330.9640064,351.6498001,-225.5197522,424.3235824,-346.1433614,368.4703796,-249.2885289,254.1006723,-264.2250676,320.7086291,-182.0304651,434.4632545,-365.796166,441.7475185,-281.8242745,248.7765989,-240.8789892,362.1402997,-205.3287351,302.1693581,-308.8013011,280.9183076,-301.0868078,440.5604211,-367.1436522,298.3515942,-247.4397977,340.5985543,-188.8572106,422.904705,-386.0877,464.9385993,-238.1121018,470.3812101,-368.7881628,283.8006084,-320.9515546,456.1791279,-306.6540203,284.5611626,-283.0457555,271.9164459,-250.1470026,315.6158721,-236.537629,446.7134351,-359.2986239,387.7822614,-338.6602708,272.0195005,-236.0209005,269.8150309,-311.3943205,479.5165908,-336.2171429,473.2923417,-298.0206898,406.6751657,-300.2447944,474.7281969,-330.7834966,260.7880702,-294.8982997,256.8535759,-223.8872586,300.0253825,-343.656498,481.4277471,-339.8591894,481.2768598,-347.3061752,380.2720442,-379.5426798,284.0185427,-186.5380816
233.9274236,-281.5150641,385.5531702,-370.7553384,521.6608517,-357.4735923,448.2198933,-317.9954186,515.2371844,-286.4575762,465.9615256,-318.1390203,281.6444851,-286.7871469,360.6574838,-348.5238652,423.7645802,-352.0694958,344.6030877,-321.2437589,349.9336654,-210.9486707,372.4977697,-327.4894956,478.9352286,-330.6315244,466.4261164,-357.1411102,267.271468,-279.1693646,484.3781938,-297.282653,307.398883,-328.7470341,448.0514694,-337.7149581,309.6369291,-264.3452619,482.5922661,-354.8662095,419.7282969,-368.6770057,421.0312203,-328.9689631,396.2442874,-448.9691605,293.8691789,-230.9112725,463.02336,-276.4704116,443.2900056,-318.9450651,494.8419271,-307.1202734,322.160847,-213.5851314,464.5831695,-300.6882144,495.3139272,-346.303455,328.1267004,-254.2785119,480.2136745,-329.5473353,352.7803728,-226.6226735,425.7719868,-346.6875477,369.156567,-250.6163788,254.8125546,-265.5891299,319.3174829,-182.7146954,436.0218557,-365.8399579,443.216827,-281.2589069,247.6280687,-241.9376569,362.6261063,-203.8281128,303.6965196,-308.5321914,282.2464825,-301.977435,442.076303,-366.9863611,297.8237193,-248.8943885,339.1160324,-188.453108,423.9351496,-384.9436621,465.5277141,-236.7264749,471.3049874,-367.5738923,283.2440548,-322.4232542,457.7567527,-306.7987656,285.8692807,-283.9113978,270.6641275,-251.0979295,314.0687173,-236.9574463,446.8195186,-357.7695623,389.3516219,-338.31327,270.8368199,-237.0829455,269.0568878,-312.7675881,478.1914627,-335.5638396,471.7008676,-298.0333942,406.4794951,-298.6183667,475.1318379,-329.2985498,260.4940837,-296.4888539,255.4882068,-224.6483046,301.478246,-342.9994334,482.802339,-340.6161383,482.6935879,-347.8578623,381.8193611,-379.3099563,283.4096626,-188.0112766
234.2093605,-283.1017702,387.0238388,-371.1379551,523.2318388,-357.7070022,447.3571184,-316.7014886,514.0053016,-285.4701348,466.0421384,-319.7077186,280.2674875,-286.042734,361.6639613,-349.7749493,424.7938491,-350.9634187,343.3943032,-322.1488075,348.9134027,-212.059549,371.1173606,-328.0663416,480.162439,-329.6507652,467.9528697,-356.7201945,268.8254207,-279.10627,482.9110204,-296.6870165,308.1761375,-330.1195657,449.4966981,-338.2417695,309.9814532,-265.8799465,482.8569636,-353.3287083,421.0372078,-367.8423316,422.5509668,-329.1381053,396.7783378,-450.4115842,294.6304143,-232.1976908,462.424938,-275.0732279,443.6723178,-320.4197183,495.3171483,-305.6199306,323.3931649,-214.5071319,465.3203675,-299.3103057,494.5834639,-344.938893,327.612698,-255.6947616,480.8454893,-328.1250642,353.7681843,-227.8550112,427.0083026,-347.6180117,369.6668257,-252.0212324,255.6548759,-266.8767295,318.0991043,-183.6735541,437.5763358,-365.9613738,444.7703248,-281.0038142,246.8734736,-243.3052938,362.9271849,-202.2798192,305.1868096,-308.1037136,283.6423234,-302.7577482,443.5965602,-366.8789852,297.1260902,-250.275647,337.6224324,-188.0920124,424.9632079,-383.7974811,466.1121145,-235.3388541,472.21865,-366.3519952,282.3756011,-323.7353433,459.3334543,-306.953732,287.1685034,-284.7903337,269.4514447,-252.098947,312.5199442,-237.3712532,447.2103994,-356.2876083,390.9322426,-338.0223714,269.6859638,-238.1793164,268.3178886,-314.1512375,476.9103667,-334.8279014,470.1101245,-298.0830571,406.2837911,-296.9919332,475.3180315,-327.7710865,260.1587706,-298.071212,254.2595681,-225.6147098,303.0423113,-342.6896723,484.2366796,-341.2523837,484.1218418,-348.3789417,383.364698,-379.064429,283.0213007,-189.5573555
234.6307707,-284.6572691,388.488487,-371.5430182,524.818847,-357.646852,446.4987249,-315.4046435,512.6040867,-284.7426956,466.1108262,-321.2769847,278.7935414,-285.5158023,362.3975252,-351.2032104,425.801816,-349.8378784,342.0397551,-322.8162963,347.8314865,-213.1104889,369.7303917,-328.6272526,481.3783342,-328.6560034,469.3826882,-356.0394772,270.3621583,-278.8676591,481.4371896,-296.1080497,309.0505012,-331.4323809,450.9490658,-338.7485669,310.337499,-267.4119985,482.9010162,-351.7691745,422.3483259,-367.0111192,423.9532,-329.7479094,397.3800785,-451.8271116,295.5159333,-233.4019378,461.8739857,-273.656648,444.4471571,-321.7313824,495.662889,-304.0845782,324.6256061,-215.4289723,466.0696941,-297.938958,493.9027001,-343.5488577,327.1205288,-257.1187483,481.4278002,-326.6818183,354.5232357,-229.2421428,427.9910738,-348.813419,369.9394948,-253.4907598,256.56479,-268.1174672,317.0216653,-184.7884665,439.125698,-366.1364028,446.3428497,-281.0788004,246.5710139,-244.8379725,362.9672299,-200.7030569,306.6091619,-307.4861198,285.0987911,-303.4180126,445.118489,-366.7985056,296.281658,-251.5723795,336.1085682,-187.8283422,425.991127,-382.6511768,466.6859199,-233.9468194,473.1145479,-365.117014,281.2741444,-324.8590815,460.8951286,-307.2204238,288.4558977,-285.6865086,268.3225967,-253.1936728,310.9703492,-237.781973,447.9729245,-354.9582657,392.5338011,-337.8897819,268.5201719,-239.2597621,267.618329,-315.5552403,475.670968,-334.0236953,468.5194741,-298.1355476,406.1060565,-295.3634423,475.1526324,-326.2413892,259.7820902,-299.6442264,253.1734574,-226.7389378,304.6291311,-342.8445016,485.7531572,-341.6554353,485.5511338,-348.8971414,384.9083245,-378.8083581,282.6906658,-191.1165464
235.1764783,-286.1736429,389.948482,-371.9645472,526.3473028,-357.21578,445.6280678,-314.1159828,511.0894331,-284.2972817,466.193916,-322.8455549,277.2425245,-285.3052616,362.8031825,-352.7567559,426.8128607,-348.715107,340.5907489,-323.2414157,346.7013929,-214.1094512,368.3474796,-329.1981426,482.5866674,-327.6520749,470.6136856,-355.0434694,271.8929195,-278.5938552,479.9562647,-295.5474748,310.0082196,-332.6856883,452.4091326,-339.2327323,310.6912423,-268.9445818,482.7656781,-350.2148658,423.6415976,-366.1524178,425.1033576,-330.7555225,398.1124077,-453.1796844,296.5026599,-234.5247555,461.3531495,-272.2287242,445.5409557,-322.791914,495.8591533,-302.5230733,325.8675841,-216.3379286,466.8468449,-296.5831845,493.277904,-342.1327691,326.6424466,-258.5475297,481.9191216,-325.2051186,354.9642429,-230.7586262,428.7846844,-350.1420616,369.9215033,-254.9852367,257.4966251,-269.3418161,316.0066565,-185.960367,440.6710517,-366.3438763,447.8712966,-281.4562154,246.6283398,-246.3995619,362.6901297,-199.1503585,307.9344997,-306.6811213,286.6069576,-303.9496793,446.6395987,-366.7041994,295.3156531,-252.7812634,334.5742251,-187.7444057,427.0133077,-381.499744,467.2478471,-232.5499461,473.9912873,-363.8683567,280.0322616,-325.8254307,462.4005348,-307.7138335,289.7333286,-286.5968295,267.3530501,-254.431654,309.4212299,-238.1944832,449.1082607,-353.9289925,394.1389529,-337.9681395,267.3218375,-240.3040393,266.9620279,-316.9799874,474.4588479,-333.1789411,466.9282657,-298.1669192,405.972823,-293.730719,474.5416889,-324.8294147,259.3674613,-301.2076631,252.2182246,-227.9762904,306.0813814,-343.5024123,487.3187935,-341.7605414,486.9783105,-349.4211717,386.4516402,-378.5504238,282.2914702,-192.6595745
235.8266948,-287.6482283,391.4067394,-372.3920445,527.710578,-356.4012366,444.7086764,-312.8616102,509.5192714,-284.1324751,466.3169151,-324.4114975,275.6882897,-285.4900722,362.8873922,-354.3602648,427.8562487,-347.6223475,339.0905921,-323.4141559,345.537904,-215.0693033,366.9909628,-329.829224,483.7906623,-326.6429456,471.5382698,-353.7579748,273.4333647,-278.3811914,478.4701872,-295.0007035,311.0330972,-333.8846988,453.8771318,-339.6922874,311.0332721,-270.4798218,482.5155798,-348.674856,424.8961971,-365.2381789,425.9166956,-332.0504623,399.0300745,-454.4140002,297.5756263,-235.5654678,460.8425844,-270.7970975,446.8398177,-323.5884168,495.8905524,-300.9495979,327.1179189,-217.2353557,467.6658291,-295.2522587,492.6940001,-340.6993353,326.1589292,-259.9744823,482.2760485,-323.6903197,355.0511601,-232.3355756,429.5211448,-351.5030224,369.5916591,-256.4429825,258.4223592,-270.5707821,314.9824404,-187.1241856,442.2147118,-366.5635763,449.3235259,-282.0643211,246.8459117,-247.9468287,362.077603,-197.6969494,309.154232,-305.7235675,288.1551187,-304.3502267,448.1571131,-366.56352,294.2453269,-253.8988242,333.0496402,-187.9358902,428.0096,-380.325826,467.802251,-231.1500697,474.8529909,-362.6092754,278.7326192,-326.7125523,463.7635262,-308.5211129,291.0058587,-287.5139893,266.6485435,-255.8373363,307.8740767,-238.6143039,450.5143787,-353.3195871,395.7259698,-338.222399,266.1017729,-241.3228626,266.3375649,-318.4189746,473.2560869,-332.3209295,465.3367647,-298.1593017,405.9008176,-292.0941525,473.4954399,-323.701496,258.9446026,-302.7689434,251.3753881,-229.2927676,307.2447981,-344.5926385,488.874625,-341.5561623,488.4084758,-349.9369898,387.9963532,-378.3010039,281.7796902,-194.1691115
236.567594,-289.0793979,392.8659784,-372.8161784,528.8225584,-355.2673147,443.6906067,-311.6859169,507.9429484,-284.2207387,466.5013171,-325.971396,274.243901,-286.0929874,362.7280571,-355.9581663,428.9521441,-346.5822649,337.5840396,-323.3116784,344.3461412,-215.9938276,365.7006427,-330.5864916,484.9869357,-325.6246729,472.1122616,-352.2820363,274.9848489,-278.2755502,476.9821762,-294.4592174,312.112854,-335.034535,455.3517039,-340.1303,311.3620233,-272.0179613,482.2161702,-347.1436942,426.100872,-364.2591034,426.3981353,-333.5020036,400.1582595,-455.4593404,298.7263979,-236.5194314,460.3257949,-269.3677051,448.2417275,-324.185185,495.7538312,-299.3817524,328.3711977,-218.1286655,468.5433966,-293.9591974,492.1286848,-339.2584748,325.6425614,-261.3898792,482.458493,-322.1447848,354.8019217,-233.8951839,430.3250503,-352.8251507,368.9719519,-257.8030931,259.3304337,-271.8128575,313.9170399,-188.2504732,443.7587251,-366.7807748,450.7118769,-282.8068191,247.0165065,-249.4996137,361.1620131,-196.4126657,310.2936459,-304.6716636,289.7300662,-304.6273543,449.669229,-366.3731908,293.080984,-254.9180445,331.6120766,-188.4782834,428.9424815,-379.1008994,468.3560402,-229.7499509,475.7040624,-361.3429849,277.445006,-327.6170044,464.8641457,-309.6603876,292.2799718,-288.4289486,266.3181695,-257.3744845,306.3296323,-239.0439841,452.0373736,-353.1473966,397.3036182,-338.5300502,264.8848666,-242.3454286,265.7283321,-319.864471,472.0512958,-331.4657681,463.7465233,-298.0955586,405.8847056,-290.4560684,472.1386324,-322.9759906,258.5859308,-304.3462645,250.6268953,-230.6650746,308.0530862,-345.967199,490.3671778,-341.0716749,489.8503522,-350.4190676,389.5433768,-378.0663367,281.1811315,-195.6464056
237.3960088,-290.4617502,394.3277837,-373.2313818,529.6686679,-353.9231518,442.5266635,-310.6544686,506.3905532,-284.5083448,466.7586257,-327.5209396,273.0145189,-287.0617928,362.4514924,-357.5399847,430.103178,-345.6035338,336.128178,-322.9110183,343.1138706,-216.8636719,364.541643,-331.5325403,486.1670906,-324.5877706,472.4020202,-350.7249111,276.5399184,-278.282912,475.4953154,-293.9145836,313.241883,-336.1360316,456.8302691,-340.5546369,311.681853,-273.5579802,481.9137126,-345.6131386,427.2703505,-363.2381534,426.6350092,-335.0128798,401.4787665,-456.2478671,299.94808,-237.3807063,459.788947,-267.9457241,449.6823683,-324.6809521,495.4597563,-297.8356673,329.6222461,-219.0250944,469.5071961,-292.7290379,491.5647777,-337.8170631,325.0616521,-262.7800365,482.4392325,-320.5886501,354.2816742,-235.3864758,431.2609472,-354.0574418,368.1181475,-259.0299,260.2228483,-273.0662354,312.8159648,-189.3419296,445.3038511,-366.9899225,452.0808471,-283.584394,247.0056549,-251.0617912,360.0181172,-195.3266422,311.4094195,-303.5947175,291.3199374,-304.7993444,451.1787883,-366.1634585,291.833569,-255.8337156,330.3728912,-189.3866415,429.7554084,-377.7932852,468.9138291,-228.3514207,476.5399324,-360.0666019,276.2382943,-328.6268565,465.5955212,-311.0655427,293.5608917,-289.3343467,266.4216857,-258.9433319,304.7869162,-239.4798339,453.5613131,-353.3127206,398.8999248,-338.7164088,263.694731,-243.3990174,265.1244885,-321.3122281,470.8438036,-330.6144179,462.160985,-297.9577758,405.8947621,-288.8179262,470.6368814,-322.6398237,258.405325,-305.9536718,249.9541218,-232.0760487,308.5610023,-347.4788691,491.7630822,-340.3548108,491.3094412,-350.8462206,391.0924751,-377.8457735,280.5484988,-197.1093891
238.3165362,-291.7845421,395.7927081,-373.6354424,530.3137793,-352.4717518,441.194664,-309.8517733,504.8657827,-284.9180085,467.0866229,-329.0570812,272.0438013,-288.2898145,362.1934817,-359.1248342,431.2949227,-344.6747771,334.7888619,-322.2136999,341.81461,-217.6298456,363.6061327,-332.6999993,487.3248742,-323.5259492,472.5647575,-349.1495046,278.0915703,-278.3862386,474.0112346,-293.3624184,314.4218651,-337.1827657,458.3105379,-340.9729886,311.9966389,-275.0990375,481.625062,-344.0799091,428.4578913,-362.2381265,426.7496828,-336.5378195,402.9353648,-456.741763,301.229886,-238.1496504,459.2193689,-266.5365373,451.1298028,-325.1564276,495.0282849,-296.3221608,330.8691966,-219.9272162,470.5975896,-291.6095434,490.9954778,-336.3777714,324.3820744,-264.1247227,482.2151889,-319.0486,353.5746162,-236.7988022,432.3307863,-355.1754994,367.0970693,-260.1214341,261.1084647,-274.3244219,311.7017195,-190.4199157,446.8498587,-367.1924461,453.4780227,-284.3099609,246.7810039,-252.6079134,358.734486,-194.4099252,312.570558,-302.5668921,292.9164475,-304.8911337,452.6922507,-365.9842644,290.5204997,-256.6524923,329.4287348,-190.5988457,430.3741866,-376.3834219,469.4745635,-226.9540679,477.3363493,-358.7652074,275.1930718,-329.8030414,465.9191205,-312.6163287,294.8468442,-290.2325854,266.9272422,-260.4322535,303.2432502,-239.9123042,455.0550251,-353.6564661,400.5034982,-338.6126208,262.5426785,-244.4941344,264.5294542,-322.7636313,469.6410136,-329.7564414,460.5857218,-297.7309437,405.8856882,-287.1797909,469.1004244,-322.5520634,258.5306546,-307.5661796,249.33199,-233.5100821,308.9003252,-349.0369397,493.0468003,-339.4523222,492.784905,-351.212868,392.6427403,-377.6335691,279.9230523,-198.5754575
239.3339747,-293.0343239,397.2606002,-374.0285844,530.8620825,-350.9811758,439.7169311,-309.3672833,503.3484118,-285.354311,467.4719479,-330.579856,271.2939778,-289.6639508,362.0652327,-360.7253838,432.5032484,-343.7677059,333.6169259,-321.261486,340.4262109,-218.2191409,362.9976821,-334.0666636,488.4640611,-322.4441859,472.7795127,-347.5805513,279.6368559,-278.5605637,472.5293212,-292.8044602,315.6611159,-338.1586118,459.7921214,-341.3866659,312.3024175,-276.6419105,481.3393141,-342.5461315,429.7422016,-361.3659388,426.846936,-338.0639204,404.4590355,-456.9520061,302.5543584,-238.8425551,458.6082843,-265.1448519,452.5731873,-325.644153,494.4802598,-294.8468523,332.1153245,-220.8304774,471.8529932,-290.67893,490.4225633,-334.9399148,323.5688782,-265.3930771,481.8139251,-317.5449292,352.7579762,-238.1507004,433.5036777,-356.1849318,365.9665825,-261.0991906,261.9915117,-275.5844112,310.5941174,-191.5047202,448.3965769,-367.3894721,454.9290207,-284.9207895,246.3856841,-254.1194423,357.3855995,-193.5923434,313.8326217,-301.6659054,294.5151497,-304.9287649,454.2127984,-365.881572,289.1648056,-257.3985994,328.8070374,-192.0041058,430.7181814,-374.8827222,470.031326,-225.5551277,478.040648,-357.4117148,274.403911,-331.1642855,465.8878544,-314.200323,296.1201892,-291.1486782,267.7213099,-261.789629,301.6957855,-240.3309704,456.5394936,-354.0375761,402.0351038,-338.1265912,261.4234836,-245.6228218,263.9580955,-324.2245137,468.4525877,-328.8786822,459.0273483,-297.4078394,405.8141462,-285.5432154,467.5619503,-322.5281617,259.0506935,-309.0975679,248.7262413,-234.9511133,309.200652,-350.6028919,494.2121191,-338.4014076,494.271468,-351.5315704,394.1932372,-377.4230678,279.318694,-200.050357
240.4464947,-294.2002752,398.7305412,-374.413997,531.4036544,-349.4881764,438.1649783,-309.2683896,501.8106669,-285.7120736,467.8977508,-332.0918097,270.6748887,-291.1016561,362.1335158,-362.3296376,433.7041429,-342.850848,332.6186755,-320.1284105,338.9556407,-218.5540775,362.7956625,-335.5489253,489.6012155,-321.3602813,473.1812642,-346.04878,281.1758202,-278.7839007,471.04696,-292.2476933,316.9713874,-339.0367833,461.277106,-341.7879643,312.5837925,-278.1894213,481.0287404,-341.0171934,431.1756016,-360.7701299,426.984263,-339.5869584,405.997072,-456.9346401,303.8976233,-239.4983338,457.9575335,-263.7712616,454.017849,-326.1281265,493.8304164,-293.413477,333.3684134,-221.7240541,473.2791652,-290.0402931,489.851247,-333.501423,322.5912551,-266.5394766,481.2902526,-316.079365,351.8888436,-239.4694499,434.7462896,-357.1071569,364.7675357,-261.9915288,262.8576831,-276.8560905,309.4993388,-192.6024765,449.9447262,-367.5749368,456.4317323,-285.3903161,245.8806592,-255.5978881,356.0209892,-192.8013678,315.2178949,-300.9690847,296.1142809,-304.9352126,455.7368064,-365.8748577,287.7897061,-258.1082858,328.4494368,-193.4986342,430.7255231,-373.3431534,470.5739246,-224.1506342,478.5687457,-355.9802742,273.9638256,-332.6748844,465.6224428,-315.7622639,297.3369764,-292.1387389,268.663164,-263.0488859,300.1435321,-240.7315224,458.0331109,-354.3813584,403.4078623,-337.2909281,260.3196735,-246.7665539,263.4288319,-325.7011626,467.2850039,-327.9733819,457.4919646,-296.9888612,405.6591791,-283.9124224,466.0263471,-322.4317067,259.9640502,-310.4322982,248.0994553,-236.3831048,309.534588,-352.1620645,495.2571659,-337.2308313,495.7626714,-351.8277992,395.7433421,-377.2096977,278.7282983,-201.5308969
241.6436768,-295.2791264,400.2005609,-374.7991129,531.9840196,-348.0097999,436.6394676,-309.5703195,500.241858,-285.889122,468.3510155,-333.5957578,270.0959769,-292.5559515,362.4190588,-363.9097824,434.8833613,-341.9062685,331.7450445,-318.8966527,337.4477014,-218.5839083,363.0160278,-337.028611,490.7588625,-320.2983185,473.8325588,-344.6052653,282.70876,-279.0454142,469.5608787,-291.7009363,318.3607239,-339.7835577,462.7687584,-342.1637041,312.8175125,-279.7448345,480.6625491,-339.5006192,432.7193663,-360.6089735,427.1707762,-341.1047755,407.5260793,-456.7674724,305.2294328,-240.1770845,457.2851131,-262.4081345,455.4784484,-326.5615767,493.0847535,-292.0275322,334.6366263,-222.5960235,474.8219771,-289.792541,489.2852852,-332.0608162,321.4330716,-267.503071,480.7146616,-314.6334085,351.002376,-240.7766079,436.0377139,-357.9596787,363.5257918,-262.8234212,263.6625748,-278.1674593,308.4091168,-193.7047595,451.4957253,-367.7347963,457.9684117,-285.7328412,245.2983677,-257.0476521,354.6660915,-191.9938454,316.7088999,-300.5431324,297.7134086,-304.9281592,457.2592809,-365.9442888,286.4131822,-258.8151827,328.2457427,-195.0217214,430.3828637,-371.8421599,471.0928593,-222.7372276,478.8140389,-354.4744423,273.9312639,-334.2479254,465.2664417,-317.3060157,298.4159187,-293.2773894,269.6354676,-264.2846079,298.5882386,-241.1201153,459.5350639,-354.6868853,404.6266519,-336.2427261,259.2115011,-247.9060524,262.9542694,-327.1962889,466.1385144,-327.0415071,455.9859869,-296.4740847,405.4378834,-282.2892627,464.5023866,-322.2188083,261.1765466,-311.5029339,247.4236331,-237.7926095,309.910869,-353.7115887,496.1856764,-335.9658213,497.2525938,-352.1303758,397.2926782,-376.9908133,278.140056,-203.0122922
242.9097719,-296.2762135,401.6677126,-375.1950097,532.605585,-346.5482551,435.2271727,-310.2214432,498.6653998,-285.8040383,468.8249273,-335.0933275,269.5022179,-294.0042641,362.9119106,-365.4380249,436.0434652,-340.9382821,330.9099474,-317.638501,335.9645136,-218.309835,363.5976028,-338.4070633,491.9508237,-319.2750377,474.7349706,-343.3038535,284.2335914,-279.350695,468.0688144,-291.1707239,319.8251604,-340.3694805,464.2690535,-342.5032897,312.9830949,-281.3089602,480.2168082,-338.0054907,434.2266418,-360.9793273,427.3849847,-342.6189283,409.0446419,-456.523128,306.5099137,-240.9482662,456.6241115,-261.039437,456.9667489,-326.8874023,492.2424645,-290.6980976,335.9223671,-223.4419367,476.3726555,-289.9851092,488.7235305,-330.6185632,320.1058734,-268.2160667,480.1601961,-313.1792421,350.1157825,-242.0836814,437.3701382,-358.7465755,362.258124,-263.6152503,264.326896,-279.5553188,307.3082529,-194.7964056,453.0503746,-367.8539625,459.5212331,-285.9925324,244.6314284,-258.4604648,353.3253508,-191.1630036,318.2555265,-300.4313767,299.3125203,-304.9182086,458.7809227,-366.0305443,285.0442216,-259.5366283,328.0883876,-196.5502265,429.7381831,-370.4439349,471.5832258,-221.313657,478.6752577,-352.9551564,274.2974526,-335.7781578,464.9550676,-318.8593581,299.2347252,-294.6152165,270.567419,-265.5510614,297.0336685,-241.5115841,461.0356481,-354.9988575,405.8119986,-335.1572344,258.0859315,-249.0283702,262.534792,-328.7078002,465.0074291,-326.0909931,454.5211809,-295.8517161,405.210243,-280.6669421,462.9918157,-321.9255381,262.5569776,-312.3463379,246.6906763,-239.1732791,310.3015397,-355.2575284,497.0105124,-334.6308847,498.7367769,-352.4599173,398.8407907,-376.7634355,277.5486437,-204.4924263
244.2295247,-297.2011091,403.1289172,-375.6123136,533.2470635,-345.0953468,433.9554874,-311.1168316,497.1358435,-285.4129251,469.3161496,-336.5853087,268.8773939,-295.4394585,363.5927939,-366.892266,437.2030357,-339.969663,330.0253798,-316.4146871,334.5506086,-217.7844481,364.4283294,-339.6514514,493.1682916,-318.2821772,475.8583046,-342.1875541,285.7440438,-279.7205879,466.5703691,-290.6588205,321.3466476,-340.7854414,465.777223,-342.806017,313.0760528,-282.879085,479.6779473,-336.541344,435.5099864,-361.8524544,427.5966707,-344.1334291,410.5585916,-456.2516949,307.6855156,-241.8714273,456.0133946,-259.6475981,458.4814533,-327.0513989,491.3005595,-289.437283,337.2175854,-224.2732892,477.8145431,-290.5875339,488.1569432,-329.1781994,318.6551699,-268.6225633,479.6925214,-311.6948989,349.2337287,-243.3938235,438.742613,-359.4613229,360.9772054,-264.3854609,264.7442584,-281.0361955,306.1851066,-195.8651082,454.6078819,-367.9268973,461.0792938,-286.2185107,243.8528086,-259.8148968,351.9889431,-190.3252227,319.7914005,-300.6450705,300.9116238,-304.9067832,460.3049342,-366.0447547,283.6815764,-260.2699439,327.9089197,-198.0763073,428.8843119,-369.1626196,472.0470523,-219.8812173,478.0990602,-351.542573,274.9819111,-337.1950629,464.8090397,-320.4368827,299.6544663,-296.1264121,271.4400163,-266.8591794,295.4839885,-241.9219704,462.5241944,-355.3639025,407.1046441,-334.2027226,256.9400538,-250.1299496,262.1578879,-330.2304891,463.8832158,-325.1323633,453.1226412,-295.0920476,405.0716471,-279.0346129,461.4837194,-321.6201339,263.9974238,-313.0822158,245.9131428,-240.5293556,310.6763283,-356.8073885,497.7529885,-333.2484429,500.2148331,-352.8159653,400.3868897,-376.5227492,276.954985,-205.9716601
